period,ratio,1,2
2017-02-15,100.0,66.6955017301038,86.90311418685121
2017-02-16,50.415440000000004,56.006006006006004,73.12312312312312
2017-02-17,27.09194,60.91954022988506,73.79310344827586
2017-02-18,35.29673,64.03508771929825,76.0
2017-02-19,26.1802,62.248322147651,74.29530201342283
2017-02-20,17.71602,43.43434343434344,62.929292929292934
2017-02-21,13.9973,50.0,54.43037974683543
2017-02-22,10.1117,63.020833333333336,75.0
2017-02-23,7.3959399999999995,53.57142857142857,62.5
2017-02-24,5.4406,61.36363636363637,72.27272727272727
2017-02-25,5.22575,46.0,59.6
2017-02-26,4.68666,25.0,49.28571428571429
2017-02-27,3.9322800000000004,67.64705882352942,73.52941176470588
2017-02-28,3.0776,81.81818181818183,86.36363636363637
2017-03-01,3.08193,53.125,68.75
2017-03-02,1.73442,50.0,65.0
2017-03-03,1.49622,37.5,51.25
2017-03-04,1.7971,50.0,53.33333333333333
2017-03-05,1.6172600000000001,60.0,76.0
2017-03-06,1.06564,50.0,75.0
2017-03-07,0.91779,66.66666666666666,83.33333333333334
2017-03-08,0.96577,62.5,42.5
2017-03-09,0.93724,100.0,60.0
2017-03-10,1.0103,50.0,50.0
2017-03-11,1.3609,,
2017-03-12,1.1923,100.0,90.0
2017-03-13,0.77988,25.0,90.0
2017-03-14,0.81706,33.33333333333333,80.0
2017-03-15,0.70855,50.0,50.0
