period,ratio,1,2
2017-07-12,55.33712,87.83783783783784,92.97297297297297
2017-07-13,84.61454,82.6923076923077,90.38461538461536
2017-07-14,85.07324,88.04347826086956,94.23913043478262
2017-07-15,98.17203,88.66279069767442,92.73255813953489
2017-07-16,100.0,85.92233009708737,91.94174757281553
2017-07-17,72.98739,88.38028169014085,93.66197183098592
2017-07-18,68.01272,87.25490196078431,91.8627450980392
2017-07-19,62.5261,87.83783783783784,91.8918918918919
2017-07-20,54.99856,91.93548387096774,92.25806451612904
2017-07-21,57.997840000000004,85.8974358974359,87.56410256410257
2017-07-22,64.1684,85.96491228070175,88.94736842105263
2017-07-23,72.11505,79.45205479452055,91.50684931506846
2017-07-24,60.65036,83.06451612903226,91.29032258064515
2017-07-25,48.86213,78.66666666666666,91.19999999999999
2017-07-26,46.71472,90.22988505747126,91.95402298850574
2017-07-27,38.60015,82.58928571428571,92.85714285714286
2017-07-28,37.40972,86.0,92.26666666666668
2017-07-29,35.52852,90.0,93.64705882352943
2017-07-30,34.383140000000004,86.5979381443299,91.34020618556701
2017-07-31,30.20573,90.29850746268656,90.89552238805972
2017-08-01,25.13139,85.0574712643678,94.94252873563218
2017-08-02,19.43591,90.21739130434784,94.78260869565217
2017-08-03,16.491239999999998,93.51851851851852,92.77777777777779
2017-08-04,15.31037,85.29411764705883,92.64705882352943
2017-08-05,30.52927,85.36585365853658,94.14634146341463
2017-08-06,16.90898,81.48148148148148,91.85185185185183
2017-08-07,13.272170000000001,92.5,94.0
2017-08-08,11.83465,86.11111111111111,88.61111111111109
2017-08-09,10.1473,83.92857142857143,89.64285714285714
2017-08-10,9.39372,85.71428571428571,96.19047619047619
2017-08-11,18.60452,73.68421052631578,93.15789473684211
2017-08-12,9.30362,88.23529411764706,89.41176470588235
