period,ratio,1,2
2017-07-20,0.35700000000000004,92.30769230769232,95.38461538461536
2017-07-21,0.52275,50.0,55.0
2017-07-22,0.306,66.66666666666666,83.33333333333334
2017-07-23,0.82876,45.454545454545446,48.18181818181819
2017-07-24,32.83182,63.63636363636363,73.63636363636363
2017-07-25,34.884609999999995,79.16666666666666,75.0
2017-07-26,100.0,76.66666666666667,71.33333333333334
2017-07-27,52.046409999999995,75.0,60.0
2017-07-28,61.48157,54.54545454545454,70.9090909090909
2017-07-29,32.933820000000004,75.0,76.66666666666669
2017-07-30,28.90475,81.25,66.25
2017-07-31,11.24569,50.0,83.33333333333334
2017-08-01,0.29325,78.57142857142857,87.14285714285714
2017-08-02,0.1785,66.66666666666666,66.66666666666669
2017-08-03,0.255,72.22222222222221,71.11111111111111
2017-08-04,0.2295,91.66666666666666,76.66666666666669
2017-08-05,0.06375,100.0,65.0
2017-08-06,0.0765,0.0,40.0
2017-08-07,0.0765,33.33333333333333,50.0
2017-08-08,0.06375,0.0,50.0
2017-08-09,0.0765,,
2017-08-12,0.306,83.33333333333334,83.33333333333334
2017-08-13,0.08925,100.0,100.0
2017-08-14,0.153,100.0,80.0
2017-08-15,0.11475,100.0,90.0
2017-08-16,0.06375,100.0,70.0
2017-08-17,0.08925,,
