period,ratio,1,2
2017-03-29,100.0,83.42465753424658,87.20547945205482
2017-03-30,8.4525,80.73170731707317,85.65853658536585
2017-03-31,7.417999999999999,78.62068965517241,85.3103448275862
2017-04-01,17.48647,81.0,86.55
2017-04-02,8.94356,76.37614678899082,83.21100917431193
2017-04-03,4.7755,78.57142857142857,85.54621848739495
2017-04-04,4.3131699999999995,85.52631578947368,86.57894736842103
2017-04-05,4.76128,74.07407407407408,82.96296296296296
2017-04-06,3.68846,83.33333333333334,89.04761904761905
2017-04-07,3.3166800000000003,75.51020408163265,80.0
2017-04-08,3.9496599999999997,79.60526315789474,84.34210526315792
2017-04-09,3.4456900000000004,77.20588235294117,83.82352941176471
2017-04-10,1.93565,76.25,83.5
2017-04-11,1.5839,61.53846153846154,85.76923076923077
2017-04-12,2.24677,75.0,86.5
2017-04-13,1.4061299999999999,79.16666666666666,81.66666666666666
2017-04-14,1.20022,80.0,83.0
2017-04-15,1.32734,66.66666666666666,77.61904761904762
2017-04-16,1.03914,73.33333333333333,85.33333333333333
2017-04-17,0.60831,71.42857142857143,74.28571428571429
2017-04-18,0.49236,59.09090909090909,64.54545454545455
2017-04-19,0.54213,93.75,90.0
2017-04-20,2.97538,55.00000000000001,60.0
2017-04-21,7.66251,50.0,65.60975609756098
2017-04-22,10.67475,54.166666666666664,71.94444444444446
2017-04-23,7.686889999999999,63.0,72.6
2017-04-24,4.809159999999999,57.14285714285714,67.71428571428571
2017-04-25,3.7401199999999997,73.52941176470588,80.58823529411765
2017-04-26,3.7645,60.71428571428571,70.71428571428571
2017-04-27,3.00135,64.70588235294117,61.764705882352935
2017-04-28,2.7153400000000003,70.0,83.33333333333334
2017-04-29,3.2465900000000003,63.63636363636363,78.18181818181817
