period,ratio,1,2
2016-11-16,72.49462,78.57142857142857,92.76190476190477
2016-11-17,90.75268,75.40983606557377,87.45901639344262
2016-11-18,100.0,75.96153846153845,86.53846153846152
2016-11-19,90.60215,78.33333333333333,89.0
2016-11-20,49.09677,68.6046511627907,88.83720930232558
2016-11-21,53.09676999999999,80.0,93.2
2016-11-22,64.73118000000001,86.8421052631579,94.21052631578947
2016-11-23,60.53763000000001,67.64705882352942,90.58823529411765
2016-11-24,60.881719999999994,70.83333333333334,87.91666666666666
2016-11-25,53.483869999999996,68.18181818181817,90.45454545454544
2016-11-26,69.6129,89.47368421052632,94.73684210526316
2016-11-27,51.54838,75.0,86.53846153846152
2016-11-28,45.93548,72.22222222222221,86.66666666666666
2016-11-29,27.33333,91.66666666666666,96.66666666666666
2016-11-30,4.94623,75.0,89.375
2016-12-01,0.73118,84.375,79.375
2016-12-02,24.77419,59.09090909090909,80.90909090909092
2016-12-03,22.68817,64.28571428571429,82.14285714285714
2016-12-04,24.92473,61.111111111111114,90.0
2016-12-05,21.59139,77.27272727272727,93.63636363636363
2016-12-06,25.01075,50.0,83.33333333333334
2016-12-07,4.77419,75.0,100.0
2016-12-08,33.52688,100.0,100.0
2016-12-09,4.2580599999999995,75.0,97.5
2016-12-10,0.4086,93.75,92.5
2016-12-11,24.88172,71.42857142857143,75.71428571428571
2016-12-12,4.2580599999999995,100.0,96.66666666666666
2016-12-13,33.09677,66.66666666666666,100.0
2016-12-14,7.74193,83.33333333333334,93.33333333333334
2016-12-15,0.15053,66.66666666666666,93.33333333333334
2016-12-16,0.25806,83.33333333333334,85.0
