period,ratio,1,2
2017-02-28,99.49391999999999,72.3404255319149,80.85106382978722
2017-03-01,100.0,71.52777777777779,82.22222222222221
2017-03-02,68.57989,74.35897435897436,88.2051282051282
2017-03-03,66.85181,78.84615384615384,92.30769230769229
2017-03-04,81.87371999999999,70.0,84.54545454545455
2017-03-05,76.61544,72.82608695652173,89.13043478260869
2017-03-06,51.70647,75.0,83.61111111111111
2017-03-07,46.69505,75.80645161290323,83.5483870967742
2017-03-08,35.67857,58.333333333333336,69.16666666666669
2017-03-09,27.865209999999998,78.57142857142857,89.04761904761905
2017-03-10,30.883159999999997,88.88888888888889,91.11111111111109
2017-03-11,34.7343,67.85714285714286,90.71428571428571
2017-03-12,35.85138,85.71428571428571,87.85714285714286
2017-03-13,26.20502,72.72727272727273,81.81818181818181
2017-03-14,49.052640000000004,84.21052631578947,90.0
2017-03-15,61.02573,68.18181818181817,67.27272727272728
2017-03-16,40.82577,71.42857142857143,87.14285714285714
2017-03-17,51.1757,64.28571428571429,58.57142857142858
2017-03-18,46.28772,93.33333333333333,82.66666666666667
2017-03-19,42.74517,85.71428571428571,79.52380952380952
2017-03-20,25.80386,80.76923076923077,86.92307692307693
2017-03-21,18.55829,70.0,64.0
2017-03-22,16.206870000000002,60.0,68.0
2017-03-23,14.18255,62.5,90.0
2017-03-24,17.05239,41.66666666666667,61.66666666666668
2017-03-25,22.48966,72.72727272727273,80.0
2017-03-26,22.21193,75.0,57.5
2017-03-27,13.38023,66.66666666666666,75.0
2017-03-28,11.20162,64.28571428571429,74.28571428571429
