period,ratio,1,2
2017-12-07,54.439809999999994,80.51948051948052,88.57142857142858
2017-12-08,67.95748,80.0,87.1111111111111
2017-12-09,100.0,92.07920792079209,92.14521452145217
2017-12-10,88.54615,93.05912596401028,93.23907455012852
2017-12-11,45.13899,92.24806201550389,94.72868217054263
2017-12-12,36.07601,94.31818181818183,95.34090909090908
2017-12-13,38.52633,95.83333333333334,91.16666666666667
2017-12-14,44.19255,89.81481481481481,87.22222222222221
2017-12-15,42.98102,89.39393939393939,86.06060606060606
2017-12-16,65.75244,96.1340206185567,92.57731958762886
2017-12-17,57.422819999999994,91.30434782608697,92.07729468599034
2017-12-18,29.81765,87.87878787878788,93.48484848484847
2017-12-19,26.67608,95.6140350877193,90.0
2017-12-20,29.60705,91.40625,93.4375
2017-12-21,29.1933,86.71875,91.09375
2017-12-22,34.334270000000004,94.73684210526316,93.68421052631578
2017-12-23,50.24528,92.66666666666666,91.46666666666668
2017-12-24,59.1596,92.05128205128203,91.17948717948718
2017-12-25,50.80025,87.25490196078431,90.3921568627451
2017-12-26,37.52539,97.265625,89.0625
2017-12-27,32.44388,86.58536585365853,91.09756097560977
2017-12-28,30.105040000000002,91.83673469387756,94.3877551020408
2017-12-29,27.956979999999998,88.52459016393442,92.29508196721312
2017-12-30,31.31658,92.34693877551021,92.34693877551018
2017-12-31,27.85045,91.13924050632912,90.88607594936711
2018-01-01,26.83216,83.60655737704919,89.01639344262294
2018-01-02,20.940479999999997,88.1578947368421,92.5
2018-01-03,19.84044,84.78260869565217,91.30434782608695
2018-01-04,14.70938,90.74074074074075,89.81481481481481
2018-01-05,13.80754,91.0,89.80000000000001
2018-01-06,18.016939999999998,84.54545454545455,90.0
2018-01-07,15.963029999999998,89.0909090909091,91.81818181818181
