period,ratio,1,2
2017-11-15,100.0,65.55555555555556,67.46031746031746
2017-11-16,22.55647,67.41176470588235,72.94117647058822
2017-11-17,19.07735,71.96467991169978,81.03752759381898
2017-11-18,40.580940000000005,65.10416666666666,75.65104166666669
2017-11-19,17.70016,64.95327102803739,72.86604361370716
2017-11-20,12.787469999999999,55.118110236220474,56.92913385826771
2017-11-21,11.25195,51.35135135135135,57.7027027027027
2017-11-22,9.41411,46.61016949152542,54.576271186440685
2017-11-23,6.00985,39.47368421052632,48.94736842105263
2017-11-24,5.425590000000001,48.64864864864865,57.56756756756758
2017-11-25,6.74671,38.75,53.25
2017-11-26,6.1340900000000005,39.58333333333333,50.0
2017-11-27,3.9184300000000003,59.09090909090909,53.63636363636363
2017-11-28,4.14939,35.714285714285715,50.0
2017-11-29,4.93276,71.875,86.25
2017-11-30,3.3227,55.55555555555556,53.33333333333333
2017-12-01,18.88875,30.0,44.66666666666667
2017-12-02,24.06873,39.47368421052632,38.94736842105263
2017-12-03,20.48607,35.36585365853659,40.24390243902439
2017-12-04,12.576889999999999,48.61111111111111,44.16666666666667
2017-12-05,8.496939999999999,32.608695652173914,35.652173913043484
2017-12-06,6.967160000000001,55.769230769230774,54.61538461538461
2017-12-07,4.96366,37.5,50.0
2017-12-08,4.531680000000001,46.42857142857143,53.57142857142857
2017-12-09,5.26089,44.230769230769226,55.0
2017-12-10,5.5132,46.15384615384616,63.84615384615384
2017-12-11,3.20929,39.28571428571429,52.142857142857146
2017-12-12,2.78463,29.166666666666668,35.83333333333333
2017-12-13,2.6537,25.0,48.33333333333333
2017-12-14,2.42687,16.666666666666664,40.0
2017-12-15,2.65848,21.428571428571427,21.428571428571427
