period,ratio,1,2
2017-04-20,42.94249,64.44444444444444,90.0
2017-04-21,45.791920000000005,60.416666666666664,86.25
2017-04-22,44.384440000000005,68.18181818181817,81.81818181818181
2017-04-23,100.0,61.111111111111114,80.37037037037037
2017-04-24,32.70523,58.333333333333336,84.16666666666666
2017-04-25,26.00677,73.33333333333333,86.0
2017-04-26,15.746529999999998,62.5,80.0
2017-04-27,14.93651,72.22222222222221,81.11111111111111
2017-04-28,14.959489999999999,66.66666666666666,80.0
2017-04-29,18.29723,58.333333333333336,93.33333333333334
2017-04-30,29.3043,75.0,76.66666666666669
2017-05-01,22.99075,91.66666666666666,86.66666666666666
2017-05-02,20.68133,92.85714285714286,90.0
2017-05-03,15.28695,50.0,75.0
2017-05-04,11.59878,50.0,65.0
2017-05-05,10.76578,56.25,72.5
2017-05-06,10.40386,70.0,92.0
2017-05-07,9.92704,50.0,80.0
2017-05-08,7.376339999999999,,
2017-05-09,6.6927,,
2017-05-10,5.16458,0.0,90.0
2017-05-11,7.28442,100.0,100.0
2017-05-12,8.32998,33.33333333333333,93.33333333333334
2017-05-13,12.48922,33.33333333333333,80.0
2017-05-14,12.98902,75.0,95.0
2017-05-15,9.81214,50.0,80.0
2017-05-16,7.63485,50.0,96.66666666666666
2017-05-17,7.6923,100.0,100.0
2017-05-18,5.84247,0.0,95.0
2017-05-19,5.8884300000000005,66.66666666666666,83.33333333333334
2017-05-20,7.020160000000001,,
