period,ratio,1,2
2017-07-19,100.0,80.0,94.66666666666667
2017-07-20,98.88235,92.30769230769232,97.69230769230771
2017-07-21,90.76982,100.0,98.0
2017-07-22,95.7703,68.75,70.0
2017-07-23,92.08979000000001,83.33333333333334,90.0
2017-07-24,73.77396,79.16666666666666,80.83333333333334
2017-07-25,58.618359999999996,62.5,75.0
2017-07-26,42.33548,50.0,72.5
2017-07-27,35.041909999999994,87.5,95.0
2017-07-28,34.17477,100.0,100.0
2017-07-29,32.39233,100.0,100.0
2017-07-30,28.54802,66.66666666666666,60.0
2017-07-31,30.397909999999996,100.0,100.0
2017-08-01,26.34165,100.0,100.0
2017-08-02,19.08661,100.0,100.0
2017-08-03,19.56835,100.0,100.0
2017-08-04,17.54504,100.0,70.0
2017-08-05,18.12313,75.0,70.0
2017-08-06,18.258020000000002,75.0,85.0
2017-08-07,13.76818,83.33333333333334,83.33333333333334
2017-08-08,12.48675,75.0,80.0
2017-08-09,10.18402,,
2017-08-10,10.53087,66.66666666666666,70.0
2017-08-11,10.858460000000001,0.0,100.0
2017-08-12,10.492339999999999,50.0,60.0
2017-08-13,12.26515,,
2017-08-14,11.571439999999999,100.0,100.0
2017-08-15,14.664220000000002,100.0,100.0
2017-08-16,11.15714,100.0,100.0
2017-08-17,41.63214,100.0,100.0
2017-08-18,25.92735,75.0,50.0
2017-08-19,14.124670000000002,100.0,85.0
