period,ratio,1,2
2017-02-15,100.0,80.31319910514542,88.14317673378076
2017-02-16,22.10951,76.55172413793103,86.4367816091954
2017-02-17,18.55581,76.2121212121212,87.24242424242425
2017-02-18,26.87521,80.21885521885523,85.75757575757576
2017-02-19,21.8352,80.95238095238095,86.14718614718615
2017-02-20,12.535730000000001,78.80434782608695,83.94021739130436
2017-02-21,11.28072,73.62068965517241,83.10344827586206
2017-02-22,11.55289,78.01204819277109,83.19277108433732
2017-02-23,10.10378,76.60377358490567,82.67924528301889
2017-02-24,10.50205,78.44444444444446,84.44444444444444
2017-02-25,12.0384,80.50314465408806,85.53459119496856
2017-02-26,11.18593,82.48730964467005,86.09137055837563
2017-02-27,7.416639999999999,81.04166666666667,85.54166666666667
2017-02-28,7.29847,75.64766839378238,86.37305699481865
2017-03-01,7.68165,85.55555555555556,86.96296296296296
2017-03-02,4.36782,82.25806451612904,86.53225806451613
2017-03-03,3.70002,80.52631578947368,85.36842105263156
2017-03-04,5.2673,84.28571428571429,86.28571428571428
2017-03-05,4.40817,83.01886792452831,86.66666666666666
2017-03-06,2.3198,86.18421052631578,85.39473684210527
2017-03-07,2.04109,84.375,83.95833333333334
2017-03-08,1.8436,76.27118644067797,83.05084745762711
2017-03-09,1.6334,81.42857142857143,85.71428571428571
2017-03-10,2.0234900000000002,73.52941176470588,79.41176470588235
2017-03-11,2.90375,80.43478260869566,85.79710144927537
2017-03-12,2.40403,80.66666666666666,84.66666666666667
2017-03-13,1.33885,76.31578947368422,83.42105263157897
2017-03-14,1.2619200000000002,78.0,82.8
2017-03-15,1.18385,84.21052631578947,82.10526315789473
