period,ratio,1,2
2017-04-20,50.41057,55.45454545454545,71.45454545454545
2017-04-21,40.50747,58.06451612903226,68.70967741935483
2017-04-22,32.72294,50.0,58.33333333333332
2017-04-23,29.183770000000003,46.875,48.125
2017-04-24,17.23599,62.5,47.5
2017-04-25,13.417629999999999,87.5,57.5
2017-04-26,6.82378,60.0,62.0
2017-04-27,11.0445,50.0,80.0
2017-04-28,98.45623,67.85714285714286,53.57142857142857
2017-04-29,100.0,31.428571428571427,48.28571428571428
2017-04-30,74.47035,27.941176470588243,45.0
2017-05-01,53.23944,44.230769230769226,55.0
2017-05-02,32.67777,45.83333333333333,50.83333333333333
2017-05-03,30.123990000000003,27.77777777777778,53.33333333333333
2017-05-04,24.81934,0.0,50.0
2017-05-05,25.25045,50.0,56.66666666666668
2017-05-06,23.89554,12.5,45.0
2017-05-07,23.03333,25.0,26.25
2017-05-08,15.5321,37.5,30.0
2017-05-09,16.13154,50.0,58.33333333333332
2017-05-10,9.22154,50.0,60.0
2017-05-11,8.58925,66.66666666666666,66.66666666666669
2017-05-12,9.977,25.0,15.0
2017-05-13,13.22056,33.33333333333333,43.33333333333333
2017-05-14,12.64986,0.0,20.0
2017-05-15,8.49072,,
2017-05-16,7.38627,50.0,70.0
2017-05-17,6.87715,,
2017-05-18,8.37986,37.5,57.5
2017-05-19,8.58925,50.0,100.0
2017-05-20,10.63803,25.0,50.0
