period,ratio,1,2
2017-10-03,52.955380000000005,84.67741935483872,94.35483870967742
2017-10-04,57.577909999999996,87.96296296296296,93.70370370370368
2017-10-05,84.68314000000001,87.67123287671232,94.1095890410959
2017-10-06,100.0,84.04255319148936,86.17021276595744
2017-10-07,77.19996,76.31578947368422,87.89473684210527
2017-10-08,74.6282,85.95505617977528,89.32584269662922
2017-10-09,62.53196,84.81012658227847,85.69620253164557
2017-10-10,23.31154,90.90909090909092,89.39393939393939
2017-10-11,20.12408,90.90909090909092,82.72727272727273
2017-10-12,21.67755,86.11111111111111,77.77777777777777
2017-10-13,25.75068,86.36363636363636,87.72727272727273
2017-10-14,36.108740000000004,87.5,87.85714285714286
2017-10-15,33.6696,92.64705882352942,90.88235294117649
2017-10-16,10.97376,75.0,83.0
2017-10-17,16.15042,88.46153846153845,91.53846153846152
2017-10-18,15.40683,66.66666666666666,68.88888888888889
2017-10-19,28.563979999999997,100.0,70.0
2017-10-20,16.59562,90.0,87.0
2017-10-21,22.10855,92.59259259259261,87.77777777777779
2017-10-22,22.350089999999998,79.41176470588235,91.17647058823528
2017-10-23,10.24912,78.57142857142857,70.0
2017-10-24,15.22686,90.0,66.0
2017-10-25,16.08885,96.42857142857144,89.28571428571429
2017-10-26,9.79918,78.57142857142857,88.57142857142858
2017-10-27,10.6517,100.0,86.0
2017-10-28,14.34119,100.0,81.42857142857142
2017-10-29,14.1328,92.85714285714286,92.85714285714286
2017-10-30,4.16785,100.0,90.0
2017-10-31,3.56635,100.0,90.0
2017-11-01,3.85526,100.0,92.0
2017-11-02,4.48043,100.0,87.5
2017-11-03,7.15638,83.33333333333334,88.33333333333334
