period,ratio,1,2
2017-11-22,91.29177,62.5,82.25
2017-11-23,81.94086999999999,50.0,76.66666666666669
2017-11-24,87.38753,71.42857142857143,65.71428571428571
2017-11-25,100.0,44.44444444444444,62.22222222222222
2017-11-26,83.54755,50.0,72.85714285714286
2017-11-27,52.82776,50.0,62.85714285714286
2017-11-28,44.84254,61.111111111111114,63.33333333333332
2017-11-29,27.08868,75.0,92.5
2017-11-30,18.50899,87.5,95.0
2017-12-01,17.19151,0.0,20.0
2017-12-02,15.55269,50.0,70.0
2017-12-03,14.44408,,
2017-12-04,9.19023,75.0,90.0
2017-12-05,23.42544,66.66666666666666,53.33333333333333
2017-12-06,23.65038,25.0,30.0
2017-12-07,20.29241,50.0,70.0
2017-12-08,21.93123,0.0,10.0
2017-12-09,29.32197,66.66666666666666,56.66666666666668
2017-12-10,30.36632,75.0,40.0
2017-12-11,17.769920000000003,,
2017-12-12,13.83354,,
2017-12-13,13.239070000000002,50.0,55.0
2017-12-14,18.17159,0.0,70.0
2017-12-15,21.70629,,
2017-12-16,28.75964,16.666666666666664,26.666666666666664
2017-12-17,28.3901,25.0,25.0
2017-12-18,21.69023,100.0,100.0
2017-12-19,30.52699,,
2017-12-20,28.45437,66.66666666666666,83.33333333333334
2017-12-21,17.86632,66.66666666666666,66.66666666666669
2017-12-22,21.64203,0.0,10.0
