period,ratio,1,2
2017-08-17,100.0,53.78787878787878,74.37229437229438
2017-08-18,40.31876,45.94790159189579,63.589001447178006
2017-08-19,29.017509999999998,50.91514143094842,68.03660565723794
2017-08-20,34.52195,49.288762446657195,68.59174964438122
2017-08-21,17.33959,55.05725190839694,74.1793893129771
2017-08-22,13.96885,47.63779527559055,64.37007874015747
2017-08-23,14.929829999999999,49.24812030075188,63.496240601503764
2017-08-24,10.53697,50.0,63.33333333333332
2017-08-25,9.28068,52.84090909090909,64.54545454545455
2017-08-26,11.511519999999999,47.565543071161045,62.58426966292134
2017-08-27,11.49142,48.40116279069768,61.83139534883722
2017-08-28,7.36009,52.02312138728323,63.8728323699422
2017-08-29,6.95574,48.18181818181818,64.63636363636364
2017-08-30,5.52349,48.360655737704924,68.0327868852459
2017-08-31,4.355919999999999,53.80434782608695,68.26086956521738
2017-09-01,3.69814,57.638888888888886,65.55555555555554
2017-09-02,6.931010000000001,46.11111111111112,60.666666666666664
2017-09-03,4.640280000000001,54.44444444444444,63.44444444444443
2017-09-04,2.6232900000000003,53.0,67.0
2017-09-05,2.27778,42.64705882352941,65.58823529411765
2017-09-06,2.23126,51.11111111111111,64.22222222222223
2017-09-07,1.54139,50.0,73.57142857142858
2017-09-08,1.60548,52.77777777777778,68.61111111111111
2017-09-09,2.0373,58.333333333333336,72.77777777777777
2017-09-10,1.59959,70.6896551724138,75.86206896551724
2017-09-11,0.7639600000000001,42.10526315789473,63.15789473684211
2017-09-12,0.63693,45.0,62.5
2017-09-13,0.58557,72.5,77.0
2017-09-14,0.49906000000000006,63.33333333333333,75.33333333333333
2017-09-15,0.57315,77.27272727272727,66.36363636363637
2017-09-16,3.68551,35.0,48.5
2017-09-17,6.687060000000001,26.875,41.125
