period,ratio,1,2
2017-06-29,5.19159,70.0,100.0
2017-06-30,3.33745,75.0,55.0
2017-07-01,4.07911,85.71428571428571,67.14285714285714
2017-07-02,3.9555,76.92307692307693,80.0
2017-07-03,2.47218,90.0,84.0
2017-07-04,2.7194,62.5,97.5
2017-07-05,2.59579,87.5,95.0
2017-07-06,2.84301,66.66666666666666,76.66666666666669
2017-07-07,9.64153,50.0,80.0
2017-07-08,42.39802,78.94736842105263,68.94736842105262
2017-07-09,52.53399,61.53846153846154,71.53846153846153
2017-07-10,60.444990000000004,100.0,90.0
2017-07-11,71.19901,41.66666666666667,70.0
2017-07-12,86.40296,66.66666666666666,73.33333333333331
2017-07-13,63.90605,0.0,60.0
2017-07-14,82.81829,50.0,77.5
2017-07-15,95.17923,83.33333333333334,90.0
2017-07-16,100.0,66.66666666666666,66.66666666666669
2017-07-17,21.26081,66.66666666666666,73.33333333333331
2017-07-18,6.92212,50.0,80.0
2017-07-19,7.9110000000000005,100.0,80.0
2017-07-20,9.023480000000001,50.0,75.0
2017-07-21,7.787389999999999,100.0,100.0
2017-07-22,9.147089999999999,,
2017-07-23,11.24845,87.5,82.5
2017-07-24,6.79851,50.0,80.0
2017-07-25,6.79851,100.0,100.0
2017-07-26,6.18046,,
2017-07-27,8.28182,75.0,100.0
2017-07-28,6.304069999999999,100.0,90.0
2017-07-29,5.5624199999999995,,
