period,ratio,1,2
2017-05-03,98.14148,61.53846153846154,71.53846153846153
2017-05-04,100.0,67.5,91.0
2017-05-05,88.34931999999999,61.36363636363637,70.9090909090909
2017-05-06,83.91286,75.0,85.83333333333334
2017-05-07,73.70103,60.0,87.0
2017-05-08,73.56115,78.57142857142857,84.28571428571429
2017-05-09,67.8657,72.22222222222221,80.0
2017-05-10,49.18065,71.42857142857143,78.57142857142858
2017-05-11,40.56754,50.0,75.0
2017-05-12,41.02717,83.33333333333334,73.33333333333331
2017-05-13,46.822540000000004,68.75,92.5
2017-05-14,42.625890000000005,72.22222222222221,81.11111111111111
2017-05-15,33.73301,100.0,90.0
2017-05-16,34.8721,50.0,65.71428571428571
2017-05-17,35.33173,87.5,87.5
2017-05-18,25.31974,90.0,86.0
2017-05-19,24.640279999999997,100.0,50.0
2017-05-20,25.17985,60.0,66.0
2017-05-21,23.141479999999998,100.0,90.0
2017-05-22,22.48201,75.0,80.0
2017-05-23,19.90407,0.0,10.0
2017-05-24,18.42525,75.0,80.0
2017-05-25,19.60431,75.0,75.0
2017-05-26,21.962429999999998,,
2017-05-27,25.87929,50.0,20.0
2017-05-28,22.02238,50.0,80.0
2017-05-29,18.44524,,
2017-05-30,16.26698,75.0,80.0
2017-05-31,16.78657,100.0,60.0
2017-06-01,12.54996,50.0,70.0
2017-06-02,25.9992,100.0,80.0
2017-06-03,63.709030000000006,50.0,80.0
