period,ratio,1,2
2016-12-21,38.45601,85.08771929824562,95.26315789473684
2016-12-22,36.12154,85.41666666666666,90.52083333333334
2016-12-23,52.1485,84.88372093023256,88.25581395348837
2016-12-24,100.0,89.06976744186046,91.34883720930233
2016-12-25,84.56397,89.04109589041096,90.10273972602741
2016-12-26,42.60954,84.09961685823755,87.4712643678161
2016-12-27,40.82825,88.8,91.67999999999999
2016-12-28,43.95755,86.50190114068441,89.20152091254751
2016-12-29,42.8446,89.28571428571429,90.85034013605443
2016-12-30,46.849920000000004,90.43624161073825,89.76510067114091
2016-12-31,43.71589,88.51174934725849,90.28720626631853
2017-01-01,44.43427,88.71951219512195,89.78658536585368
2017-01-02,39.90503,85.9073359073359,88.4942084942085
2017-01-03,36.28391,90.35087719298247,90.21929824561404
2017-01-04,29.061490000000003,87.07865168539325,88.08988764044942
2017-01-05,26.33809,90.13157894736842,88.28947368421053
2017-01-06,25.9133,89.16083916083916,90.55944055944056
2017-01-07,30.163120000000003,90.1673640167364,90.96234309623432
2017-01-08,26.6279,88.52813852813853,88.91774891774892
2017-01-09,19.58294,87.6984126984127,90.15873015873015
2017-01-10,16.88126,93.47826086956522,89.67391304347827
2017-01-11,14.459000000000001,86.76470588235294,87.45098039215685
2017-01-12,12.42849,88.55421686746988,88.55421686746988
2017-01-13,12.54177,87.65432098765432,91.11111111111109
2017-01-14,15.36333,91.20370370370372,90.18518518518519
2017-01-15,24.48788,83.17307692307693,88.46153846153848
2017-01-16,8.3939,93.57142857142856,89.28571428571429
2017-01-17,8.06067,84.04255319148936,86.17021276595744
2017-01-18,6.797619999999999,95.23809523809524,91.66666666666666
2017-01-19,5.4307300000000005,87.8048780487805,89.51219512195124
2017-01-20,5.02671,91.66666666666666,92.61904761904765
2017-01-21,5.5732800000000005,91.11111111111111,90.44444444444443
