period,ratio,1,2
2017-08-02,47.85106,82.73273273273273,94.2042042042042
2017-08-03,67.92165,74.06417112299465,88.55614973262034
2017-08-04,30.237379999999998,81.53846153846153,90.3076923076923
2017-08-05,20.6381,79.13043478260869,91.56521739130434
2017-08-06,26.389359999999996,79.0,86.89999999999999
2017-08-07,37.51124,76.875,87.875
2017-08-08,40.25884,81.95876288659794,88.76288659793815
2017-08-09,46.383829999999996,81.41025641025641,91.28205128205126
2017-08-10,100.0,76.47058823529412,89.41176470588235
2017-08-11,45.55332,72.66666666666667,93.86666666666667
2017-08-12,30.03668,69.04761904761905,85.0
2017-08-13,47.51885,82.75862068965517,85.51724137931033
2017-08-14,47.2697,80.20833333333334,88.95833333333334
2017-08-15,32.597409999999996,81.63265306122449,89.59183673469389
2017-08-16,28.41027,56.25,81.66666666666666
2017-08-17,29.7806,84.84848484848484,91.51515151515153
2017-08-18,25.96027,71.15384615384616,81.92307692307693
2017-08-19,23.73866,76.5625,88.125
2017-08-20,41.48383,78.33333333333333,83.33333333333334
2017-08-21,17.04616,97.5,95.5
2017-08-22,14.63769,66.66666666666666,94.16666666666666
2017-08-23,23.64177,83.33333333333334,90.0
2017-08-24,3.8687699999999996,64.28571428571429,82.14285714285714
2017-08-25,0.22146,81.81818181818183,85.45454545454545
2017-08-26,0.24915,75.0,90.0
2017-08-27,6.0073300000000005,92.85714285714286,91.42857142857142
2017-08-28,11.00422,95.83333333333334,91.66666666666666
2017-08-29,8.33967,84.61538461538461,89.23076923076921
2017-08-30,0.7612899999999999,80.0,86.0
2017-08-31,0.08997000000000001,66.66666666666666,94.44444444444443
2017-09-01,0.25606999999999996,91.66666666666666,85.0
2017-09-02,0.46369,77.27272727272727,85.45454545454545
