0,1
20161220,0.5272727272727272
20161219,0.725
20161218,0.3
20161217,0.75
20161216,0.6875
20161215,0.8532110091743119
20161214,1.0
20161213,0.8716216216216216
20161212,0.6268656716417911
20161211,0.6745283018867925
20161210,0.375
20161209,0.9523809523809523
20161208,0.2
20161207,0.5
20161206,0.3333333333333333
20161205,0.8333333333333334
20161203,0.6666666666666666
20161202,0.2
20161201,0.6
20161130,0.5714285714285714
20161128,0.3333333333333333
20161127,0.3333333333333333
20161126,0.5
20161125,0.5
20161124,1.0
20161123,0.5
20161122,0.0
20161121,0.14285714285714285
20161120,0.0
20161119,0.42857142857142855
20161118,0.5
20161117,1.0
20161116,1.0
20161115,0.3333333333333333
20161114,0.4
20161113,0.6
20161112,0.5
20161110,0.3333333333333333
20161109,0.0
20161107,0.0
20161106,0.5
20161105,0.0
20161104,0.0
20161103,0.3333333333333333
20161102,0.5
20161101,0.3333333333333333
20161031,0.6666666666666666
20161029,1.0
20161028,1.0
20161027,0.5
20161026,0.4444444444444444
20161025,0.8333333333333334
20161023,0.0
20161022,1.0
20161020,0.0
20161018,0.0
20161016,0.0
20161015,0.5
20161013,1.0
20161012,0.5
20161011,1.0
20161010,1.0
20161007,0.0
20161006,0.0
20161004,0.5
20161003,0.3333333333333333
20161002,0.6
20161001,1.0
20160930,1.0
20160928,0.0
20160927,1.0
20160926,0.0
20160925,1.0
20160924,0.5
20160923,0.0
20160922,0.0
20160921,1.0
20160920,1.0
20160919,1.0
20160918,0.5
20160917,0.6666666666666666
20160916,0.6666666666666666
20160915,1.0
20160914,0.6363636363636364
20160913,0.6774193548387096
20160912,0.8
20160911,0.5
20160910,0.0
20160906,1.0
20160904,0.0
20160903,1.0
20160831,1.0
20160825,0.0
20160822,1.0
20160821,1.0
20160820,1.0
20160816,1.0
20160813,1.0
20160812,1.0
20160811,1.0
20160810,0.0
20160809,0.0
20160802,0.0
20160801,1.0
20160731,0.0
20160727,0.3333333333333333
20160725,0.0
20160720,1.0
20160713,0.0
20160709,1.0
20160702,1.0
20160626,1.0
20160625,1.0
20160622,0.0
20160619,0.0
20160617,0.0
20160615,1.0
20160613,1.0
20160612,0.0
20160611,1.0
20160609,1.0
20160605,1.0
20160530,1.0
20160523,0.0
20160518,1.0
20160509,1.0
20160505,0.3333333333333333
20160504,0.0
20160503,1.0
20160502,1.0
20160430,0.0
20160427,0.0
20160426,0.0
20160425,1.0
20160424,0.0
20160423,1.0
20160422,0.4444444444444444
20160421,1.0
20160408,0.0
20160407,1.0
20160406,1.0
20160330,1.0
20160324,0.0
20160321,0.0
20160317,1.0
20160315,1.0
20160314,0.0
20160313,0.5
20160311,0.5
20160309,0.5
20160306,0.0
20160304,1.0
20160303,0.3333333333333333
20160302,1.0
20160301,1.0
20160227,1.0
20160225,0.0
20160224,1.0
20160223,0.5
20160222,0.0
20160221,1.0
20160219,1.0
20160218,1.0
20160217,1.0
20160216,0.5
20160215,0.5833333333333334
20160214,1.0
20160212,0.6666666666666666
20160210,1.0
20160209,0.5
20160208,0.6666666666666666
20160207,0.0
20160206,0.0
20160205,0.5
20160204,1.0
20160202,1.0
20160201,1.0
20160130,1.0
20160127,1.0
20160125,0.0
20160123,1.0
20160122,1.0
20160121,0.0
20160120,1.0
20160119,1.0
20160117,1.0
20160115,1.0
20160110,1.0
20160109,1.0
20160107,1.0
20160106,1.0
20160105,0.5
20160104,1.0
20160103,0.5
20160102,1.0
20160101,0.5
20151231,1.0
20151228,1.0
20151225,0.5
20151224,1.0
20151223,1.0
20151221,0.75
20151220,0.5
20151218,0.25
20151217,0.47058823529411764
