20180409,14년이 걸려서 2가 나왔다 이제 콘스탄틴 2만 나오면 된다  
20180409,아직 그 대사가 기억난다. 망토는 안돼.  
20180409,와 이 명작이 2가 나오다니...기대...  
20180408,두더지아저씨가 어떤모습을 하고올까?  
20180321,아임 디 언더마이너... 그 뒤가 궁금했다... 꼭보러 가야지  
20180316,이거 나오면 무슨일이 있던간에 개봉일 새벽에 본다  
20180204,빨리 나와라..ㅠㅠ!!  
20180130,꼭 볼꺼예요... 넘 재밌을 것 같아요~~~  
20180121,전편에 나온 신드롬 옆에서 도와주는 미라지여자라는 한국더빙 목소리 진짜 특이했음.목소리도 참 매력적이고 .그리고 이제 곧 나오는 인크레더블2 기대하겠습니다.!!!  
20180102,기다렸다. 눈물날 것 같아.  
20171231,이 순간을 기다렸지...  
20171227,내 인생 애니가 이제서야 다시나오네 ㅠㅜㅜ 진짜  빨리보고싶다  
20171202,그 가족들은 지금 어떤 모습이었을까?  
20171126,15년을 기다렸어....  
20171125,그래서 언제나오나요....진짜 보고싶은데....  
20171121,진짜냐 이거 와 카에 이어 어릴 적 추억들이 전부 ㅜㅠㅠ  
20171119,신드롬이 15년을 기다렸다고 했는데 진짜 15년뒤에 나오넼ㅋㅋㅋㅋ  
20171119,아기귀여웡ㅋㅋ전편보단 시간은 크게안간듯  
20171118,드디어 내일이면 인크레더블 2 티저 예고편이 공개됩니다 기대됩니다  
20171113,재가 진짜 어릴적 인크레더블 볼때 진짜 막 멋있다. 했는데 지금 벌써 2편이 나오다니 그 마지막 장면의 그 답답함과  기대적절히 맞아 떨어지면서 저의 마음을 뒤집어 나떤기억이 나네요 솔찍히 이번 2편 극당에서 꼭 보고싶습니다. 디지니 파이팅  
20171020,이 영화 첨 볼때가 6살 때였지 ... 진짜 후속 언제나오나 기다리고 또 기다렸다 드디어 나오는구나 어렸을때 내 추억과 재미를 보장해주길  
20170718,헐 대박 2018 개봉이래요 대박!!!!  
20170624,정녕 나오는것입니까 신이시여 감사합니다!!!!  
20170618,ㅠㅠㅠㅠ 초등학교때부터 기다렸따..  
20170505,ㅠㅠ 겁나 기다렸는데 드디어 나오네요 ㅋㅋ  
20170505,후후후 헐크 루피 수잔 플래쉬 무장색패기괴물종에이스  
20170429,"우유를던진녀석// 속편의 딜레마는 토이스토리가 이미 깼죠 ㅋㅋ  토이스토리1를 2가 뛰어넘었고 2를 3이 뛰어넘었죠로튼토마토도 토이스토리1,2 100%, 토이스토리3 99%고  "
20170326,기다렸어요ㅠㅠㅜㅜ 어릴때 한 50번은 본것같네요 인생영화 베스트1..(하트  
20170218,힝.. 보고싶다!!!! 보고싶어!!!!보고싶다고!!!!  
20161013,2019년? 12년 참았으니 3년더 참자  
20161008,2019년...이 올까?  
20161005,ㅠㅠㅠ20년 뒤에 나오다니 20년을 기다렸다  
20160819,4년동안 뭐하고살지...  
20160819,초등학생때 봤었는데... 어느새 군대를 가고 전역을하게 되었네요 19년이면 25살인데 그때 봐도 재미있을것 같아요. 기대됩니다.  
20160725,워크래프트 전쟁의서막에서 폴라패튼검색하다가 우연찮게 들어와서 엄청놀랐다 내 어린시절 잴 재밌게보고 후속작을 제일 기대했던게 드디어나오네 ㅜㅜㅜ 9살때1편봤는데 이제 20살이됬네 2편이 나온다는 사실만으로도 너무 기쁘다ㅜㅜㅜㅜ  
20160716,이게 진정한 판타스틱4  
20160621,유치원생때 DVD로 인크레더블1을 보게되었는데 20살이 되는해에 드디어 시즌2를 보는구나 참...  
