집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-05-17,73.75612,74.31259044862519,88.26338639652676,20164844,불한당: 나쁜 놈들의 세상,713315600,95271,800,3800
2017-05-18,97.26743,51.03026400515132,57.77205408886027,20164844,불한당: 나쁜 놈들의 세상,687727400,91667,813,3776
2017-05-19,93.35315,33.50676378772112,33.1477627471384,20164844,불한당: 나쁜 놈들의 세상,731886572,87670,828,3888
2017-05-20,93.82994000000001,39.17151162790697,41.80232558139535,20164844,불한당: 나쁜 놈들의 세상,1289300573,150449,860,3846
2017-05-21,79.53654,46.92164179104478,51.585820895522396,20164844,불한당: 나쁜 놈들의 세상,1190814900,138594,826,3624
2017-05-22,69.14972,48.39080459770115,52.87356321839081,20164844,불한당: 나쁜 놈들의 세상,377148100,50096,752,3482
2017-05-23,60.34708000000001,52.07715133531158,59.554896142433215,20164844,불한당: 나쁜 놈들의 세상,323563800,43303,767,3411
2017-05-24,67.60144,50.970873786407786,58.155339805825214,20164844,불한당: 나쁜 놈들의 세상,217414200,29212,497,1931
2017-05-25,69.46245,54.79704797047971,61.1070110701107,20164844,불한당: 나쁜 놈들의 세상,170543500,22610,461,1368
2017-05-26,63.57181,58.72340425531914,66.08510638297872,20164844,불한당: 나쁜 놈들의 세상,222835285,26798,471,1374
2017-05-27,72.86406,57.518796992481214,64.58646616541353,20164844,불한당: 나쁜 놈들의 세상,360448295,42571,485,1142
2017-05-28,65.91216999999999,56.010928961748625,63.005464480874316,20164844,불한당: 나쁜 놈들의 세상,355677600,41762,462,1106
2017-05-29,53.63359000000001,62.70491803278689,73.7704918032787,20164844,불한당: 나쁜 놈들의 세상,144208700,19379,474,1345
2017-05-30,33.38289,53.70370370370371,64.93827160493828,20164844,불한당: 나쁜 놈들의 세상,142523300,19233,486,1347
2017-05-31,56.17133000000001,56.42857142857143,69.28571428571429,20164844,불한당: 나쁜 놈들의 세상,36207800,5899,188,301
2017-06-01,28.01261,55.55555555555557,70.95238095238093,20164844,불한당: 나쁜 놈들의 세상,27554800,3779,179,268
2017-06-02,25.98754,62.5,76.42857142857143,20164844,불한당: 나쁜 놈들의 세상,32924600,3923,168,264
2017-06-03,30.586240000000004,59.493670886075954,73.03797468354429,20164844,불한당: 나쁜 놈들의 세상,43911300,5171,136,203
2017-06-04,27.13337000000001,65.51724137931035,78.44827586206898,20164844,불한당: 나쁜 놈들의 세상,39587600,4621,136,203
2017-06-05,11.69413,81.1111111111111,83.33333333333334,20164844,불한당: 나쁜 놈들의 세상,34093200,4476,161,249
2017-06-06,12.11196,63.20754716981133,73.9622641509434,20164844,불한당: 나쁜 놈들의 세상,7827000,951,28,44
2017-06-07,5.95216,57.14285714285714,84.28571428571429,20164844,불한당: 나쁜 놈들의 세상,9455500,1292,54,79
2017-06-08,49.37069,72.66187050359713,87.98561151079136,20164844,불한당: 나쁜 놈들의 세상,5838800,894,45,48
2017-06-09,92.49955,45.60185185185186,58.98148148148147,20164844,불한당: 나쁜 놈들의 세상,12217000,1350,30,37
2017-06-10,100.0,50.242718446601934,64.70873786407768,20164844,불한당: 나쁜 놈들의 세상,7138800,859,27,35
2017-06-11,93.51208000000001,59.2896174863388,73.44262295081968,20164844,불한당: 나쁜 놈들의 세상,6103500,730,27,35
2017-06-12,59.09101999999999,44.0,62.56,20164844,불한당: 나쁜 놈들의 세상,3253000,463,29,35
2017-06-13,43.28779,60.135135135135144,77.97297297297297,20164844,불한당: 나쁜 놈들의 세상,6551000,1147,47,56
2017-06-14,38.57117,57.228915662650614,73.3734939759036,20164844,불한당: 나쁜 놈들의 세상,5456000,792,37,46
2017-06-15,42.939170000000004,49.404761904761905,65.23809523809524,20164844,불한당: 나쁜 놈들의 세상,4791500,943,30,34
2017-06-16,32.70872,53.63636363636364,69.81818181818181,20164844,불한당: 나쁜 놈들의 세상,8443400,999,13,16
2017-06-17,36.95111,53.84615384615386,70.76923076923076,20164844,불한당: 나쁜 놈들의 세상,8442000,1018,20,23
