집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-12-14,100.0,72.46111619396156,81.90301921317476,20170402,강철비,1711379500,236952,1259,5247
2017-12-15,53.71115,73.20916905444126,83.12320916905445,20170402,강철비,2318547610,288951,1276,5455
2017-12-16,67.75798,75.91216216216216,86.89864864864863,20170402,강철비,4481554006,539301,1419,6102
2017-12-17,42.9264,76.27758420441347,85.55168408826945,20170402,강철비,4689844200,563824,1426,6152
2017-12-18,26.82669000000001,74.97273718647764,85.3435114503817,20170402,강철비,1744647900,235668,1332,5841
2017-12-19,24.26651,75.70162481536191,83.11669128508122,20170402,강철비,1695385850,230227,1390,5934
2017-12-20,23.39578,73.79310344827587,83.43103448275863,20170402,강철비,1055543000,142017,988,3643
2017-12-21,18.45518,74.50110864745011,81.68514412416852,20170402,강철비,902201700,122170,944,3477
2017-12-22,18.88766,78.2115869017632,85.16372795969774,20170402,강철비,1195700446,146049,1005,3689
2017-12-23,26.23514,78.98894154818325,85.97156398104269,20170402,강철비,2279807110,273400,970,3564
2017-12-24,28.854979999999998,81.21452894438139,87.33257661748013,20170402,강철비,3032771600,362188,925,3399
2017-12-25,24.14791,82.34449760765551,86.82296650717701,20170402,강철비,2715803400,329396,901,3197
2017-12-26,22.00327,81.09028960817717,86.13287904599659,20170402,강철비,767703000,103605,909,3388
2017-12-27,14.056479999999999,79.75460122699386,85.66462167689161,20170402,강철비,457801400,76078,610,1599
2017-12-28,9.99178,80.48433048433048,86.2393162393162,20170402,강철비,420062500,56930,579,1512
2017-12-29,10.27956,79.96575342465755,86.47260273972604,20170402,강철비,579655990,70645,599,1532
2017-12-30,12.3089,77.92207792207795,84.09090909090908,20170402,강철비,820374754,99934,569,1446
2017-12-31,13.06751,77.44807121661721,85.48961424332344,20170402,강철비,993044900,120846,585,1484
2018-01-01,12.12043,80.1223241590214,85.96330275229357,20170402,강철비,944228600,114298,602,1451
2018-01-02,9.62177,77.431906614786,88.91050583657587,20170402,강철비,358149600,48122,580,1541
2018-01-03,8.12597,80.25,85.95,20170402,강철비,216057300,28596,518,1225
2018-01-04,6.6717,82.12290502793294,86.87150837988827,20170402,강철비,193710700,25610,502,1126
2018-01-05,5.51426,78.96341463414635,84.45121951219512,20170402,강철비,228568100,27292,495,1081
2018-01-06,14.1626,84.1304347826087,86.95652173913044,20170402,강철비,410684600,49258,457,943
2018-01-07,9.72189,78.87700534759358,84.49197860962568,20170402,강철비,359118000,43259,449,914
2018-01-08,8.32386,82.2463768115942,87.89855072463769,20170402,강철비,132094200,17562,454,1001
2018-01-09,3.61962,79.5,86.1,20170402,강철비,122211800,16294,450,972
2018-01-10,3.43361,84.5360824742268,86.08247422680412,20170402,강철비,114744300,15391,451,938
2018-01-11,3.05113,76.73267326732673,85.34653465346534,20170402,강철비,40684000,5400,186,292
2018-01-12,25.29147,84.31372549019608,87.45098039215685,20170402,강철비,58631900,7118,198,299
2018-01-13,25.927960000000002,81.3793103448276,84.48275862068967,20170402,강철비,107703300,12962,174,267
2018-01-14,5.8247300000000015,76.10619469026548,86.72566371681415,20170402,강철비,89073700,10776,170,259
