집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-02-15,100.0,80.31319910514543,88.14317673378076,20166421,재심,916887400,121122,727,3577
2017-02-16,22.10951,76.55172413793103,86.4367816091954,20166421,재심,1005300000,133292,789,3664
2017-02-17,18.55581,76.2121212121212,87.24242424242426,20166421,재심,1325871259,158861,831,3920
2017-02-18,26.87521,80.21885521885524,85.75757575757576,20166421,재심,2609252599,309045,935,4454
2017-02-19,21.8352,80.95238095238095,86.14718614718616,20166421,재심,2430864550,287337,924,4358
2017-02-20,12.535730000000001,78.80434782608695,83.94021739130436,20166421,재심,855173500,113754,847,4090
2017-02-21,11.28072,73.6206896551724,83.10344827586206,20166421,재심,794784200,106084,865,4099
2017-02-22,11.55289,78.01204819277109,83.19277108433731,20166421,재심,762083300,128189,715,2974
2017-02-23,10.10378,76.60377358490567,82.6792452830189,20166421,재심,577787600,76857,683,2954
2017-02-24,10.50205,78.44444444444446,84.44444444444444,20166421,재심,732181628,87870,704,3050
2017-02-25,12.0384,80.50314465408806,85.53459119496857,20166421,재심,1511003001,179354,767,3261
2017-02-26,11.18593,82.48730964467005,86.09137055837563,20166421,재심,1452277600,172320,755,3190
2017-02-27,7.416639999999999,81.04166666666667,85.54166666666667,20166421,재심,488932000,65625,707,3029
2017-02-28,7.29847,75.64766839378238,86.37305699481865,20166421,재심,573047300,77863,723,2701
2017-03-01,7.68165,85.55555555555556,86.96296296296295,20166421,재심,663812800,80454,545,1497
2017-03-02,4.36782,82.25806451612904,86.53225806451613,20166421,재심,163100700,22108,497,1435
2017-03-03,3.70002,80.52631578947368,85.36842105263156,20166421,재심,204515100,24979,506,1490
2017-03-04,5.2673,84.28571428571429,86.28571428571428,20166421,재심,482742100,57437,535,1509
2017-03-05,4.40817,83.01886792452831,86.66666666666666,20166421,재심,431965100,51240,534,1476
2017-03-06,2.3198,86.18421052631578,85.39473684210526,20166421,재심,115002000,15650,492,1422
2017-03-07,2.04109,84.375,83.95833333333334,20166421,재심,112129000,15439,500,1415
2017-03-08,1.8436,76.27118644067797,83.0508474576271,20166421,재심,85839800,11769,435,1052
2017-03-09,1.6334,81.42857142857143,85.71428571428571,20166421,재심,69909900,9738,386,880
2017-03-10,2.0234900000000002,73.52941176470588,79.41176470588233,20166421,재심,91000800,11066,392,913
2017-03-11,2.90375,80.43478260869566,85.79710144927537,20166421,재심,211736400,25431,420,933
2017-03-12,2.40403,80.66666666666666,84.66666666666667,20166421,재심,208081200,25144,414,906
2017-03-13,1.33885,76.31578947368422,83.42105263157897,20166421,재심,55338100,7709,396,903
2017-03-14,1.2619200000000002,78.0,82.8,20166421,재심,57588200,8009,403,869
2017-03-15,1.18385,84.21052631578947,82.10526315789474,20166421,재심,50404400,6939,383,868
