집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-08-30,68.85426,71.69421487603306,88.05785123966943,20171962,킬러의 보디가드,749584000,123601,380,1739
2017-08-31,100.0,74.44444444444444,87.73333333333332,20171962,킬러의 보디가드,642292600,81197,358,1756
2017-09-01,71.23073000000002,73.16176470588233,84.19117647058825,20171962,킬러의 보디가드,1020255300,116881,401,1974
2017-09-02,92.86815,70.73863636363636,83.63636363636363,20171962,킬러의 보디가드,1975734600,227264,462,2364
2017-09-03,80.78917,71.46118721461187,83.56164383561642,20171962,킬러의 보디가드,1848465100,211918,482,2375
2017-09-04,56.855740000000004,72.69736842105263,86.38157894736842,20171962,킬러의 보디가드,569316600,71847,415,2142
2017-09-05,44.15469,71.84466019417476,84.07766990291263,20171962,킬러의 보디가드,488075300,61543,424,2146
2017-09-06,48.6778,63.95348837209303,78.83720930232558,20171962,킬러의 보디가드,375775800,47739,320,1552
2017-09-07,37.5495,75.51020408163265,84.69387755102039,20171962,킬러의 보디가드,319312600,40073,333,1522
2017-09-08,45.15549,68.125,83.875,20171962,킬러의 보디가드,503150300,58037,344,1607
2017-09-09,54.23304,67.5,83.2,20171962,킬러의 보디가드,994783300,113705,378,1776
2017-09-10,48.77754,73.52941176470588,86.66666666666666,20171962,킬러의 보디가드,908735300,103546,368,1735
2017-09-11,24.82725,72.5,84.16666666666666,20171962,킬러의 보디가드,270837600,34320,319,1584
2017-09-12,20.334979999999998,67.34693877551021,79.59183673469387,20171962,킬러의 보디가드,223509200,28309,326,1594
2017-09-13,15.803189999999999,79.26829268292683,89.02439024390246,20171962,킬러의 보디가드,205763700,26383,334,1497
2017-09-14,16.69895,71.42857142857143,84.0,20171962,킬러의 보디가드,137524700,17280,206,924
2017-09-15,18.78728,76.3888888888889,85.55555555555556,20171962,킬러의 보디가드,208346100,23959,211,937
2017-09-16,31.38907,71.56862745098039,86.86274509803921,20171962,킬러의 보디가드,434096000,49277,234,1022
2017-09-17,20.81586,70.75471698113208,84.15094339622641,20171962,킬러의 보디가드,381109800,43443,235,1018
2017-09-18,13.02678,78.78787878787878,89.09090909090908,20171962,킬러의 보디가드,103501000,13193,218,951
2017-09-19,10.11834,68.0,78.8,20171962,킬러의 보디가드,92460200,11761,225,938
2017-09-20,11.12106,70.45454545454545,83.63636363636363,20171962,킬러의 보디가드,96310600,12330,232,960
2017-09-21,11.25165,79.16666666666666,81.66666666666666,20171962,킬러의 보디가드,63991400,8062,173,657
2017-09-22,8.26707,72.41379310344827,77.58620689655173,20171962,킬러의 보디가드,99187700,11434,188,674
2017-09-23,11.93153,76.78571428571429,86.7857142857143,20171962,킬러의 보디가드,200505000,22896,216,677
2017-09-24,20.081039999999998,64.0625,87.5,20171962,킬러의 보디가드,185449900,21145,211,684
2017-09-25,6.94681,76.78571428571429,85.71428571428571,20171962,킬러의 보디가드,50219100,6442,184,647
2017-09-26,6.49483,75.0,82.85714285714286,20171962,킬러의 보디가드,44434100,5825,190,632
2017-09-27,8.26177,63.33333333333333,90.66666666666666,20171962,킬러의 보디가드,21667800,3500,162,291
2017-09-28,5.4579,57.14285714285714,65.71428571428571,20171962,킬러의 보디가드,16977400,2214,146,243
2017-09-29,6.039969999999999,43.75,68.75,20171962,킬러의 보디가드,39411600,4733,150,260
2017-09-30,12.41965,78.57142857142857,86.42857142857142,20171962,킬러의 보디가드,72039100,11693,156,271
