집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-01-18,43.42256,87.69230769230771,89.58974358974359,20163845,터닝메카드W: 블랙미러의 부활,334154700,50159,500,1249
2017-01-19,45.22164,86.51685393258427,83.59550561797754,20163845,터닝메카드W: 블랙미러의 부활,189852600,27622,483,1197
2017-01-20,32.71445,84.375,80.20833333333334,20163845,터닝메카드W: 블랙미러의 부활,145186700,18988,490,1192
2017-01-21,22.6396,86.93877551020408,88.2857142857143,20163845,터닝메카드W: 블랙미러의 부활,747597000,97501,570,1487
2017-01-22,21.77605,87.67123287671231,88.58447488584473,20163845,터닝메카드W: 블랙미러의 부활,626538700,80707,567,1471
2017-01-23,84.7582,82.25806451612904,90.16129032258064,20163845,터닝메카드W: 블랙미러의 부활,68650500,9910,428,1023
2017-01-24,44.27173,85.18518518518519,87.2222222222222,20163845,터닝메카드W: 블랙미러의 부활,75048900,10875,438,1023
2017-01-25,98.58952,90.98360655737707,89.18032786885244,20163845,터닝메카드W: 블랙미러의 부활,40966900,6112,323,480
2017-01-26,46.93436,89.0625,90.3125,20163845,터닝메카드W: 블랙미러의 부활,48032300,6920,326,481
2017-01-27,55.13816,80.327868852459,85.73770491803278,20163845,터닝메카드W: 블랙미러의 부활,148641200,18976,412,612
2017-01-28,65.616,91.66666666666666,83.33333333333334,20163845,터닝메카드W: 블랙미러의 부활,86230000,10653,362,513
2017-01-29,100.0,88.23529411764706,87.64705882352942,20163845,터닝메카드W: 블랙미러의 부활,180520900,22616,401,589
2017-01-30,75.69084000000002,91.45299145299143,87.7777777777778,20163845,터닝메카드W: 블랙미러의 부활,252698700,32217,392,567
2017-01-31,32.06678,83.33333333333334,86.66666666666666,20163845,터닝메카드W: 블랙미러의 부활,42473000,6020,315,432
2017-02-01,21.315479999999994,85.29411764705883,83.82352941176471,20163845,터닝메카드W: 블랙미러의 부활,13028500,1912,195,251
2017-02-02,29.27461,89.58333333333334,84.16666666666666,20163845,터닝메카드W: 블랙미러의 부활,8467000,1212,134,160
2017-02-03,23.50316,96.15384615384615,93.07692307692308,20163845,터닝메카드W: 블랙미러의 부활,11317400,1575,142,170
2017-02-04,27.51871,83.33333333333334,84.61538461538464,20163845,터닝메카드W: 블랙미러의 부활,62431500,8184,188,225
2017-02-05,26.899820000000002,86.8421052631579,90.0,20163845,터닝메카드W: 블랙미러의 부활,68822800,8972,196,237
2017-02-06,28.583759999999998,89.2857142857143,90.71428571428572,20163845,터닝메카드W: 블랙미러의 부활,4193500,598,99,111
2017-02-07,25.74841,72.72727272727273,82.72727272727273,20163845,터닝메카드W: 블랙미러의 부활,6093600,962,116,134
2017-02-08,33.76511,80.0,78.0,20163845,터닝메카드W: 블랙미러의 부활,4524500,693,74,86
2017-02-09,29.41853,84.61538461538461,90.76923076923076,20163845,터닝메카드W: 블랙미러의 부활,975500,150,16,17
2017-02-10,21.732870000000002,83.33333333333334,86.66666666666666,20163845,터닝메카드W: 블랙미러의 부활,1404000,177,16,19
2017-02-11,24.2084,84.48275862068967,84.48275862068967,20163845,터닝메카드W: 블랙미러의 부활,10230400,1264,40,45
2017-02-12,23.56073,80.76923076923076,82.30769230769229,20163845,터닝메카드W: 블랙미러의 부활,11878700,1481,39,43
2017-02-13,9.61427,80.0,96.0,20163845,터닝메카드W: 블랙미러의 부활,913200,129,16,19
2017-02-14,1.3529,85.71428571428571,94.28571428571428,20163845,터닝메카드W: 블랙미러의 부활,1683500,260,18,20
