집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-10-03,92.68848,83.14285714285714,92.6095238095238,20172742,범죄도시,1377207900,164399,600,2395
2017-10-04,100.0,80.90154211150652,93.8196915776987,20172742,범죄도시,1737787900,206458,687,2464
2017-10-05,82.55957,81.19072708113805,94.0463645943098,20172742,범죄도시,2305372600,277219,871,2966
2017-10-06,72.98507,82.63157894736842,93.82456140350875,20172742,범죄도시,2764014054,333298,1007,3460
2017-10-07,68.98347,81.40975987606507,94.3687064291247,20172742,범죄도시,3087016738,369907,1158,4065
2017-10-08,50.874790000000004,83.50327749453751,94.14420975965038,20172742,범죄도시,3573605100,425472,1315,4545
2017-10-09,90.85718,80.89315997738835,93.25607687959295,20172742,범죄도시,3387916200,403114,1266,4784
2017-10-10,39.79358,79.7804208600183,91.92131747483991,20172742,범죄도시,1342148600,178322,1020,4689
2017-10-11,28.61535,79.62121212121212,93.06060606060606,20172742,범죄도시,1332961800,177691,1045,4819
2017-10-12,27.95655,79.90196078431373,92.25490196078428,20172742,범죄도시,1176894500,155478,898,3841
2017-10-13,27.684079999999998,82.99050632911394,93.29113924050631,20172742,범죄도시,1647544963,195106,974,4187
2017-10-14,35.04516,81.87066974595842,91.96304849884527,20172742,범죄도시,3385157918,396245,1127,5215
2017-10-15,33.62918,81.94308145240431,91.8449460255152,20172742,범죄도시,3091097200,360349,1116,5224
2017-10-16,30.9997,76.40287769784173,91.26618705035973,20172742,범죄도시,1008812400,132489,1039,4852
2017-10-17,25.87606,80.62730627306273,92.9520295202952,20172742,범죄도시,968249600,127832,1070,4857
2017-10-18,33.13411,81.97674418604652,93.62403100775194,20172742,범죄도시,972578000,128403,1074,4936
2017-10-19,29.54542,81.51750972762646,92.54863813229574,20172742,범죄도시,894168800,117775,826,3730
2017-10-20,24.887420000000002,80.38116591928251,92.3542600896861,20172742,범죄도시,1404829044,166800,885,3935
2017-10-21,32.61875,84.34504792332268,92.26837060702877,20172742,범죄도시,2747994941,321311,994,4596
2017-10-22,34.24472,82.10526315789474,92.57894736842104,20172742,범죄도시,2572164100,299116,986,4595
2017-10-23,26.404329999999998,80.21868787276341,90.59642147117296,20172742,범죄도시,824492100,109005,906,4246
2017-10-24,24.6905,80.45112781954887,90.6015037593985,20172742,범죄도시,757190300,100208,914,4261
2017-10-25,23.81616,79.520697167756,89.49891067538124,20172742,범죄도시,676147600,111470,696,2665
2017-10-26,16.76885,83.7386018237082,90.09118541033432,20172742,범죄도시,612166500,81135,662,2697
2017-10-27,17.042070000000002,79.42122186495176,91.28617363344057,20172742,범죄도시,909097722,107996,687,2863
2017-10-28,20.201629999999998,82.23234624145786,91.59453302961279,20172742,범죄도시,1618957524,190514,768,3237
2017-10-29,24.76455,81.96564885496184,91.54580152671757,20172742,범죄도시,1516526700,177537,760,3211
2017-10-30,15.51945,81.32183908045977,92.01149425287356,20172742,범죄도시,557734200,74380,708,3109
2017-10-31,12.39714,81.06995884773663,91.85185185185185,20172742,범죄도시,545458400,73257,717,3096
2017-11-01,10.25342,84.0909090909091,91.8181818181818,20172742,범죄도시,484800300,64455,728,3153
2017-11-02,11.18995,79.46058091286307,91.7427385892116,20172742,범죄도시,343228200,45275,550,1947
2017-11-03,11.30215,82.15859030837005,91.1453744493392,20172742,범죄도시,530506840,62666,575,2036
