집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-10-03,52.95538000000001,84.67741935483872,94.35483870967742,20171817,넛잡 2,205463700,27229,454,754
2017-10-04,57.577909999999996,87.96296296296295,93.70370370370371,20171817,넛잡 2,178591100,22722,449,721
2017-10-05,84.68314000000002,87.67123287671231,94.1095890410959,20171817,넛잡 2,318327200,41723,453,766
2017-10-06,100.0,84.04255319148936,86.17021276595743,20171817,넛잡 2,434294300,58114,476,785
2017-10-07,77.19996,76.31578947368422,87.89473684210527,20171817,넛잡 2,366651300,49030,485,808
2017-10-08,74.6282,85.95505617977526,89.32584269662922,20171817,넛잡 2,356621600,47061,506,853
2017-10-09,62.53196,84.81012658227847,85.69620253164557,20171817,넛잡 2,459940900,62056,526,880
2017-10-10,23.31154,90.90909090909092,89.3939393939394,20171817,넛잡 2,9811900,1454,236,293
2017-10-11,20.12408,90.90909090909092,82.72727272727273,20171817,넛잡 2,12742500,2026,223,272
2017-10-12,21.67755,86.11111111111109,77.77777777777777,20171817,넛잡 2,7374000,1136,144,165
2017-10-13,25.75068,86.36363636363636,87.72727272727273,20171817,넛잡 2,12591500,1957,150,167
2017-10-14,36.108740000000004,87.5,87.85714285714286,20171817,넛잡 2,127135000,17149,386,572
2017-10-15,33.6696,92.64705882352942,90.88235294117649,20171817,넛잡 2,159241700,20989,388,587
2017-10-16,10.97376,75.0,83.0,20171817,넛잡 2,5633400,879,135,148
2017-10-17,16.15042,88.46153846153845,91.53846153846152,20171817,넛잡 2,5993300,983,126,141
2017-10-18,15.40683,66.66666666666666,68.8888888888889,20171817,넛잡 2,7591000,1205,131,148
2017-10-19,28.563979999999994,100.0,70.0,20171817,넛잡 2,5668700,1023,60,76
2017-10-20,16.59562,90.0,87.0,20171817,넛잡 2,6651000,1061,60,75
2017-10-21,22.10855,92.5925925925926,87.7777777777778,20171817,넛잡 2,73946300,10074,260,383
2017-10-22,22.350089999999998,79.41176470588233,91.17647058823529,20171817,넛잡 2,95691200,12463,265,391
2017-10-23,10.24912,78.57142857142857,70.0,20171817,넛잡 2,3906500,660,52,62
2017-10-24,15.22686,90.0,66.0,20171817,넛잡 2,3115500,526,57,68
2017-10-25,16.08885,96.42857142857143,89.2857142857143,20171817,넛잡 2,5093500,944,47,62
2017-10-27,10.6517,100.0,86.0,20171817,넛잡 2,4220500,817,35,44
2017-10-28,14.34119,100.0,81.42857142857143,20171817,넛잡 2,28521300,3755,139,180
2017-10-29,14.1328,92.85714285714286,92.85714285714286,20171817,넛잡 2,41251300,5261,140,184
2017-11-01,3.85526,100.0,92.0,20171817,넛잡 2,3698000,610,48,58
2017-11-03,7.15638,83.33333333333334,88.33333333333334,20171817,넛잡 2,3899500,650,29,40
