집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-09-27,77.47104,97.5,88.0,20169463,다시 태어나도 우리,4808500,708,88,128
2017-09-28,72.49034,94.11764705882351,97.64705882352943,20169463,다시 태어나도 우리,8069500,1105,113,163
2017-09-29,77.43243000000002,100.0,97.69230769230772,20169463,다시 태어나도 우리,9000343,1138,118,168
2017-09-30,95.7722,90.625,95.0,20169463,다시 태어나도 우리,14253800,1813,113,144
2017-10-01,100.0,96.66666666666669,96.33333333333331,20169463,다시 태어나도 우리,18953500,2354,118,146
2017-10-02,94.22779,97.2222222222222,92.7777777777778,20169463,다시 태어나도 우리,14770600,2151,111,138
2017-10-03,60.03861,100.0,95.71428571428572,20169463,다시 태어나도 우리,8884400,1124,71,79
2017-10-04,52.41312,100.0,96.66666666666666,20169463,다시 태어나도 우리,6110500,749,28,34
2017-10-05,54.44015,88.88888888888891,85.55555555555556,20169463,다시 태어나도 우리,9084000,1128,30,39
2017-10-06,59.55598000000001,85.0,89.0,20169463,다시 태어나도 우리,10541100,1304,29,40
2017-10-07,55.23166,80.0,91.33333333333331,20169463,다시 태어나도 우리,9777100,1212,32,44
2017-10-08,54.44015,93.75,95.0,20169463,다시 태어나도 우리,8442100,1085,31,43
2017-10-09,67.16216,95.71428571428572,96.0,20169463,다시 태어나도 우리,12021000,1464,30,43
2017-10-10,44.6525,94.73684210526315,94.73684210526315,20169463,다시 태어나도 우리,5996700,837,38,56
2017-10-11,50.50193,88.46153846153845,95.38461538461536,20169463,다시 태어나도 우리,6407500,913,37,60
2017-10-12,36.35135,95.0,94.0,20169463,다시 태어나도 우리,4025000,556,22,34
2017-10-13,39.01544000000001,100.0,95.38461538461536,20169463,다시 태어나도 우리,5916000,672,22,39
2017-10-14,37.52895,97.2222222222222,92.7777777777778,20169463,다시 태어나도 우리,7464700,921,22,40
2017-10-15,36.33204,98.07692307692308,89.61538461538464,20169463,다시 태어나도 우리,7361500,885,23,40
2017-10-16,32.12355,79.16666666666666,95.83333333333334,20169463,다시 태어나도 우리,3323000,434,23,40
2017-10-17,29.2471,86.36363636363636,91.8181818181818,20169463,다시 태어나도 우리,4391500,573,28,43
2017-10-18,31.525090000000002,100.0,90.0,20169463,다시 태어나도 우리,3900200,558,24,44
2017-10-19,28.03088,100.0,91.875,20169463,다시 태어나도 우리,2647000,343,21,32
2017-10-20,32.297290000000004,100.0,96.0,20169463,다시 태어나도 우리,3678000,472,25,37
2017-10-21,29.82625,97.05882352941177,95.88235294117649,20169463,다시 태어나도 우리,4606500,558,18,32
2017-10-22,25.81081,100.0,95.0,20169463,다시 태어나도 우리,4527500,531,19,32
2017-10-23,22.14285,100.0,91.53846153846152,20169463,다시 태어나도 우리,2264500,289,16,31
2017-10-25,23.45559,78.57142857142857,80.71428571428571,20169463,다시 태어나도 우리,3054700,452,19,31
