집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-02-09,100.0,76.49536647009269,82.43470935130581,20150964,조작된 도시,1177376000,157669,771,3503
2017-02-10,64.0003,71.63212435233159,79.73229706390326,20150964,조작된 도시,1551046539,186738,825,3784
2017-02-11,67.04739000000001,74.21163279607569,83.44779257182901,20150964,조작된 도시,2960746805,353192,1006,4495
2017-02-12,61.69172,73.73046875,81.49088541666666,20150964,조작된 도시,2985432400,356648,1019,4471
2017-02-13,44.10328,69.89247311827957,78.62365591397848,20150964,조작된 도시,978097300,130484,886,4125
2017-02-14,35.6144,72.63313609467455,82.20414201183432,20150964,조작된 도시,1084946500,144305,900,4173
2017-02-15,40.91265999999999,71.16071428571429,79.44642857142857,20150964,조작된 도시,655763900,88129,686,2878
2017-02-16,31.09838,72.42063492063492,82.79761904761905,20150964,조작된 도시,566544100,75708,729,2923
2017-02-17,27.03963,74.86979166666666,80.83333333333334,20150964,조작된 도시,763363690,91801,773,3218
2017-02-18,40.059779999999996,76.14840989399293,79.52296819787986,20150964,조작된 도시,1620878074,192248,829,3516
2017-02-19,38.66172,73.52941176470588,80.38770053475936,20150964,조작된 도시,1509223700,179139,821,3406
2017-02-20,25.17419,72.52124645892351,82.57790368271955,20150964,조작된 도시,473420400,63134,738,3130
2017-02-21,20.17219,71.68458781362006,80.0358422939068,20150964,조작된 도시,441554300,59236,747,3145
2017-02-22,23.07261,74.14965986394559,81.70068027210884,20150964,조작된 도시,350908200,58961,520,1694
2017-02-23,13.96475,75.35885167464114,80.66985645933016,20150964,조작된 도시,253174000,33918,500,1661
2017-02-24,13.61916,78.39506172839506,86.41975308641977,20150964,조작된 도시,309739128,37363,515,1656
2017-02-25,18.62655,73.68421052631578,80.96491228070175,20150964,조작된 도시,640086951,76656,545,1691
2017-02-26,16.63194,83.03249097472923,85.92057761732853,20150964,조작된 도시,636204600,76007,538,1634
2017-02-27,15.574079999999999,70.45454545454545,77.95454545454545,20150964,조작된 도시,213595100,28848,498,1596
2017-02-28,13.845670000000002,73.71794871794873,83.97435897435899,20150964,조작된 도시,231674300,31737,516,1346
2017-03-01,11.79813,72.03947368421053,79.34210526315789,20150964,조작된 도시,149143600,18446,258,409
2017-03-02,6.45614,73.18840579710145,82.6086956521739,20150964,조작된 도시,29531400,3996,263,405
2017-03-03,5.61626,74.59016393442623,78.03278688524591,20150964,조작된 도시,43770800,5293,264,429
2017-03-04,8.17625,70.94594594594594,80.94594594594595,20150964,조작된 도시,104955000,12629,259,438
2017-03-05,15.889170000000002,80.0,84.875,20150964,조작된 도시,99962400,11901,251,431
2017-03-06,4.35074,76.3888888888889,80.55555555555556,20150964,조작된 도시,27730300,3820,236,412
2017-03-07,7.9439100000000025,77.5,81.0,20150964,조작된 도시,24458700,3377,245,408
2017-03-08,3.49472,75.0,82.33333333333333,20150964,조작된 도시,9308500,1329,112,185
2017-03-09,2.69588,73.07692307692307,80.0,20150964,조작된 도시,6134900,876,66,110
