집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-05-17,63.687219999999996,63.57466063348414,84.13273001508296,20175262,겟 아웃,703529100,92124,531,2641
2017-05-18,68.71807,59.048361934477384,80.4836193447738,20175262,겟 아웃,831984300,108629,622,2767
2017-05-19,71.65996,67.73255813953489,81.60852713178295,20175262,겟 아웃,1426284828,170206,740,3240
2017-05-20,100.0,64.03785488958991,81.86119873817034,20175262,겟 아웃,2834691927,333900,923,4253
2017-05-21,91.88558,63.245997088791846,80.72780203784572,20175262,겟 아웃,2551822000,298866,945,4318
2017-05-22,62.8488,59.97652582159625,77.15962441314554,20175262,겟 아웃,769926900,99654,782,4012
2017-05-23,53.06795,63.30935251798561,84.89208633093527,20175262,겟 아웃,660741200,85896,796,4003
2017-05-24,46.60103,68.58736059479554,81.37546468401487,20175262,겟 아웃,548389600,71894,636,2985
2017-05-25,34.71797,67.87709497206704,82.40223463687153,20175262,겟 아웃,450006400,58759,567,2595
2017-05-26,37.36924000000001,69.03553299492386,83.19796954314722,20175262,겟 아웃,711486315,84409,596,2631
2017-05-27,53.55106,68.59504132231406,84.9586776859504,20175262,겟 아웃,1433857305,170299,602,2724
2017-05-28,54.12663000000001,70.51724137931033,81.44827586206895,20175262,겟 아웃,1251707800,147898,616,2696
2017-05-29,32.86221,67.83919597989949,79.84924623115577,20175262,겟 아웃,314880700,41046,563,2565
2017-05-30,21.56419,69.36619718309859,80.07042253521126,20175262,겟 아웃,270834500,35637,580,2581
2017-05-31,26.203120000000002,70.63953488372094,83.83720930232558,20175262,겟 아웃,231906300,39102,466,1381
2017-06-01,18.2023,72.61904761904762,80.95238095238095,20175262,겟 아웃,201343500,26331,434,1290
2017-06-02,18.656370000000006,75.94339622641509,84.90566037735849,20175262,겟 아웃,269545800,31940,457,1291
2017-06-03,24.59159,70.40229885057471,80.22988505747125,20175262,겟 아웃,513223500,61165,475,1273
2017-06-04,23.59855,75.15923566878982,83.69426751592357,20175262,겟 아웃,429273100,50722,474,1260
2017-06-05,19.96055,77.41935483870971,87.58064516129032,20175262,겟 아웃,253153000,33622,469,1332
2017-06-06,21.157120000000006,69.54022988505747,84.02298850574712,20175262,겟 아웃,252628500,30499,290,650
2017-06-07,10.94933,67.64705882352942,81.66666666666666,20175262,겟 아웃,54123400,7052,280,642
2017-06-08,8.967039999999997,74.71910112359551,85.50561797752809,20175262,겟 아웃,28446400,3700,180,326
2017-06-09,8.25452,69.6969696969697,86.21212121212122,20175262,겟 아웃,39739700,4780,180,316
2017-06-10,10.33148,75.71428571428571,83.14285714285717,20175262,겟 아웃,84076400,9887,180,314
2017-06-11,10.13016,69.88636363636364,83.97727272727273,20175262,겟 아웃,64500600,7578,174,306
2017-06-12,7.2526399999999995,74.10714285714286,82.32142857142857,20175262,겟 아웃,20142900,2649,164,298
2017-06-13,6.12959,77.6595744680851,85.31914893617021,20175262,겟 아웃,17815500,2334,167,293
2017-06-14,6.7222,76.78571428571429,83.92857142857143,20175262,겟 아웃,21001800,2735,166,293
2017-06-15,8.42302,77.34375,82.65625,20175262,겟 아웃,8446000,1090,54,94
2017-06-16,8.06361,68.6046511627907,78.1395348837209,20175262,겟 아웃,13489900,1568,62,104
2017-06-17,32.089420000000004,66.66666666666666,84.8611111111111,20175262,겟 아웃,28478300,3266,61,102
