집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-03-23,18.19959,90.90909090909092,97.68595041322314,20167363,히든 피겨스,117138800,15834,419,1241
2017-03-24,76.53271,89.54545454545455,95.0,20167363,히든 피겨스,177781061,21300,413,1256
2017-03-25,100.0,87.10526315789473,94.05263157894736,20167363,히든 피겨스,373358372,44551,436,1122
2017-03-26,25.5797,88.60465116279067,94.69767441860468,20167363,히든 피겨스,354333200,42356,448,1099
2017-03-27,19.20135,88.70967741935482,95.16129032258064,20167363,히든 피겨스,135567800,18345,424,1289
2017-03-28,15.859000000000002,87.98076923076924,93.07692307692308,20167363,히든 피겨스,135417700,18363,447,1297
2017-03-29,24.07556,88.32116788321169,93.64963503649635,20167363,히든 피겨스,121064400,20436,356,713
2017-03-30,12.872010000000001,92.92929292929293,95.15151515151516,20167363,히든 피겨스,91961000,12382,324,679
2017-03-31,14.794870000000001,81.38297872340425,93.40425531914894,20167363,히든 피겨스,152744900,18709,351,739
2017-04-01,16.94589,87.96992481203007,93.38345864661656,20167363,히든 피겨스,281831500,33452,350,706
2017-04-02,14.855739999999999,91.82692307692308,94.80769230769228,20167363,히든 피겨스,223360000,26517,340,700
2017-04-03,11.09169,92.44186046511628,93.48837209302326,20167363,히든 피겨스,73050300,9860,356,794
2017-04-04,8.856530000000003,92.85714285714286,95.87301587301589,20167363,히든 피겨스,70593200,9688,360,779
2017-04-05,8.8689,85.57692307692307,96.34615384615385,20167363,히든 피겨스,65012600,8802,260,617
2017-04-06,7.9646399999999975,90.3846153846154,91.53846153846152,20167363,히든 피겨스,57879400,7737,244,496
2017-04-07,8.22943,79.59183673469387,95.3061224489796,20167363,히든 피겨스,86229400,10255,272,500
2017-04-08,9.4762,89.47368421052632,95.39473684210527,20167363,히든 피겨스,149994900,17255,249,469
2017-04-09,8.975810000000003,90.67796610169492,95.25423728813558,20167363,히든 피겨스,128260000,14972,257,471
2017-04-10,6.26698,82.85714285714286,95.14285714285714,20167363,히든 피겨스,40655000,5457,247,514
2017-04-11,5.39835,80.3030303030303,92.42424242424242,20167363,히든 피겨스,42301600,5702,249,506
2017-04-12,6.26698,79.16666666666666,88.33333333333334,20167363,히든 피겨스,27194100,3697,164,269
2017-04-13,4.55299,89.47368421052632,94.47368421052632,20167363,히든 피겨스,24536500,3334,160,245
2017-04-14,5.17414,82.0,90.8,20167363,히든 피겨스,46254200,5519,168,265
2017-04-15,5.66364,88.46153846153845,93.07692307692308,20167363,히든 피겨스,64924400,7544,166,240
2017-04-16,5.37855,88.54166666666666,95.625,20167363,히든 피겨스,53479000,6236,157,236
2017-04-17,4.55398,82.25806451612904,90.32258064516131,20167363,히든 피겨스,23414200,3237,156,266
2017-04-18,3.90312,70.83333333333334,95.0,20167363,히든 피겨스,22011600,3019,163,276
2017-04-19,4.11397,90.625,90.625,20167363,히든 피겨스,25067200,3395,166,285
2017-04-20,3.42055,77.7777777777778,90.0,20167363,히든 피겨스,16478900,2210,103,149
2017-04-21,3.6507,91.17647058823529,94.11764705882351,20167363,히든 피겨스,23898900,2828,116,170
2017-04-22,4.43717,82.35294117647058,91.17647058823529,20167363,히든 피겨스,47693800,5449,114,179
2017-04-23,4.04319,88.46153846153845,91.53846153846152,20167363,히든 피겨스,40327200,4608,111,172
