집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-04-12,100.0,76.49253731343283,75.67164179104478,20151227,아빠는 딸,244461600,33396,460,2092
2017-04-13,41.51423,78.73134328358209,83.28358208955223,20151227,아빠는 딸,234205600,31745,464,2131
2017-04-14,41.83267,79.78723404255321,82.23404255319151,20151227,아빠는 딸,361455162,44942,478,2170
2017-04-15,73.34671999999998,67.51152073732719,66.72811059907835,20151227,아빠는 딸,684514546,83474,501,2171
2017-04-16,55.19217,77.10280373831776,81.77570093457945,20151227,아빠는 딸,637588450,77429,520,2151
2017-04-17,36.75343,77.35042735042734,77.09401709401709,20151227,아빠는 딸,215300600,29353,476,2165
2017-04-18,29.01932,80.37974683544303,82.65822784810126,20151227,아빠는 딸,184595400,25263,500,2146
2017-04-19,25.111079999999998,70.17543859649122,70.17543859649122,20151227,아빠는 딸,178269900,24595,494,2117
2017-04-20,24.764870000000002,84.78260869565217,83.47826086956523,20151227,아빠는 딸,168443300,23368,474,1646
2017-04-21,30.001479999999994,84.28571428571429,86.7142857142857,20151227,아빠는 딸,251202300,31140,516,1819
2017-04-22,38.72699,76.89075630252101,83.52941176470588,20151227,아빠는 딸,552654900,67260,581,2147
2017-04-23,38.80753,80.55555555555556,81.91358024691357,20151227,아빠는 딸,513529100,62244,586,2128
2017-04-24,26.279290000000003,76.62337662337663,75.84415584415585,20151227,아빠는 딸,134916400,18406,510,1913
2017-04-25,22.77465,84.28571428571429,84.71428571428572,20151227,아빠는 딸,140444700,19326,534,1932
2017-04-26,27.310509999999994,88.88888888888891,82.2222222222222,20151227,아빠는 딸,59578000,10101,360,789
2017-04-27,17.36309,91.07142857142857,91.07142857142858,20151227,아빠는 딸,46385100,6448,346,770
2017-04-28,17.90091,84.44444444444444,85.33333333333333,20151227,아빠는 딸,76737717,9920,331,693
2017-04-29,21.34724,83.33333333333334,85.33333333333333,20151227,아빠는 딸,96259220,12238,301,563
2017-04-30,27.91405,88.13559322033899,89.32203389830508,20151227,아빠는 딸,91283500,11576,301,542
2017-05-01,16.66882,85.36585365853658,93.41463414634147,20151227,아빠는 딸,53412500,7570,300,554
2017-05-02,18.64424,86.99186991869921,94.8780487804878,20151227,아빠는 딸,40737900,5963,278,433
2017-05-03,18.41004,89.90384615384615,95.96153846153848,20151227,아빠는 딸,5591500,690,19,21
2017-05-04,11.264669999999999,81.57894736842105,81.57894736842103,20151227,아빠는 딸,4100000,577,22,24
2017-05-05,10.00111,78.57142857142857,82.38095238095238,20151227,아빠는 딸,3708500,490,17,19
2017-05-06,8.7505,91.66666666666666,92.7777777777778,20151227,아빠는 딸,2840000,362,17,22
2017-05-07,7.95441,65.38461538461539,78.46153846153847,20151227,아빠는 딸,1881000,249,17,19
2017-05-08,20.97048,71.21212121212122,80.0,20151227,아빠는 딸,2900500,508,20,24
