집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-01-04,100.0,68.4090909090909,78.90909090909092,20151181,여교사,152788900,19575,371,910
2017-01-05,46.72937,68.64035087719299,81.53508771929825,20151181,여교사,128918100,16513,381,884
2017-01-06,46.96149000000001,62.605042016806706,76.13445378151259,20151181,여교사,128854930,14947,382,849
2017-01-07,32.53004,57.7922077922078,67.66233766233766,20151181,여교사,161276530,18450,393,730
2017-01-08,20.86696,50.53763440860215,64.19354838709678,20151181,여교사,118774800,13516,379,666
2017-01-09,23.528579999999998,52.112676056338024,59.15492957746478,20151181,여교사,63408000,8165,369,750
2017-01-10,12.10718,56.73076923076921,63.84615384615384,20151181,여교사,64188500,8330,375,739
2017-01-11,8.74215,70.58823529411767,75.88235294117648,20151181,여교사,16255400,2147,125,205
2017-01-12,8.15202,56.25,60.41666666666668,20151181,여교사,10713100,1378,63,94
2017-01-13,7.51305,58.82352941176471,67.64705882352939,20151181,여교사,10645500,1256,58,87
2017-01-14,9.06138,62.5,64.0,20151181,여교사,18098000,2103,65,94
2017-01-15,8.0201,54.54545454545454,61.81818181818183,20151181,여교사,10047500,1177,55,83
2017-01-16,5.1334,75.0,75.0,20151181,여교사,5517900,736,52,83
2017-01-17,4.52062,50.0,56.92307692307693,20151181,여교사,8096600,1043,53,80
2017-01-18,4.74116,25.0,62.5,20151181,여교사,2257700,293,21,29
2017-01-19,4.15355,31.25,55.0,20151181,여교사,1638500,224,23,24
2017-01-20,4.47631,64.28571428571429,60.0,20151181,여교사,2266000,279,20,26
2017-01-21,3.8549599999999997,60.0,72.0,20151181,여교사,2914000,345,19,23
2017-01-22,3.6832599999999998,100.0,83.33333333333334,20151181,여교사,1481000,197,20,22
2017-01-23,3.23714,50.0,55.0,20151181,여교사,1317500,182,19,26
2017-01-24,3.13845,50.0,60.0,20151181,여교사,2322500,306,21,26
2017-01-26,28.202270000000002,47.0,51.8,20151181,여교사,1184000,210,9,11
2017-01-27,31.386540000000004,52.27272727272727,62.95454545454546,20151181,여교사,1617000,271,13,14
2017-01-28,21.79747,44.0,59.2,20151181,여교사,1576000,277,10,11
2017-01-29,20.93242,49.2063492063492,53.33333333333333,20151181,여교사,1924000,328,11,13
2017-01-30,20.6152,39.285714285714285,60.0,20151181,여교사,1894000,332,11,13
2017-01-31,15.14644,57.352941176470594,60.88235294117648,20151181,여교사,1663000,310,13,19
2017-02-01,10.71797,44.0,50.8,20151181,여교사,1010000,199,7,9
2017-02-03,7.64497,43.18181818181818,59.54545454545454,20151181,여교사,649000,127,5,5
2017-02-04,71.34354,39.285714285714285,55.35714285714286,20151181,여교사,925000,160,7,7
