집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-08-09,100.0,84.67799009200283,89.51167728237793,20162442,청년경찰,2252747600,308298,1102,5954
2017-08-10,70.66928,83.31862312444838,86.38128861429833,20162442,청년경찰,2042922400,277400,1065,5700
2017-08-11,36.405570000000004,81.10571081409478,88.56622114216282,20162442,청년경찰,2474991162,304102,1046,5598
2017-08-12,47.77507,80.72009291521486,88.53658536585371,20162442,청년경찰,4234950932,517559,1058,5422
2017-08-13,65.51256,82.8643216080402,89.54773869346735,20162442,청년경찰,4144184100,504156,1037,5263
2017-08-14,39.21907,82.336578581363,86.57858136300419,20162442,청년경찰,2752137300,372146,1019,5345
2017-08-15,35.22664,82.12996389891697,87.24428399518652,20162442,청년경찰,3358409900,415335,881,3938
2017-08-16,20.3657,81.92446043165471,85.64748201438849,20162442,청년경찰,1291740500,174950,823,3850
2017-08-17,17.220229999999994,84.87318840579711,87.93478260869564,20162442,청년경찰,1087120600,147050,752,3371
2017-08-18,17.19369,81.94980694980694,83.7837837837838,20162442,청년경찰,1378896447,168999,813,3515
2017-08-19,22.12718,85.05050505050505,88.7070707070707,20162442,청년경찰,2851665100,349115,918,4065
2017-08-20,26.07297,82.3051948051948,86.46103896103897,20162442,청년경찰,2718529100,330638,918,4072
2017-08-21,17.978089999999995,84.77088948787063,85.6064690026954,20162442,청년경찰,901710500,120575,798,3801
2017-08-22,12.630939999999999,78.79256965944272,84.82972136222911,20162442,청년경찰,842227300,113654,817,3824
2017-08-23,11.0245,85.08771929824562,87.44360902255639,20162442,청년경찰,654954900,88872,747,2939
2017-08-24,10.73564,85.14285714285714,84.71428571428572,20162442,청년경찰,655790200,89912,717,3044
2017-08-25,10.064639999999999,78.66449511400651,83.25732899022802,20162442,청년경찰,871059574,107490,742,3178
2017-08-26,13.567160000000001,85.57894736842105,87.2,20162442,청년경찰,1794548601,218153,779,3361
2017-08-27,12.8656,85.8267716535433,87.14566929133858,20162442,청년경찰,1555737400,189064,771,3350
2017-08-28,9.558810000000001,78.62190812720848,82.79151943462898,20162442,청년경찰,460324200,61716,716,3133
2017-08-29,11.51441,78.80658436213992,82.67489711934155,20162442,청년경찰,454162300,61798,733,3131
2017-08-30,8.84534,82.0,85.73333333333333,20162442,청년경찰,507722900,87406,627,2214
2017-08-31,6.7223,80.28846153846155,82.74038461538464,20162442,청년경찰,334179600,46169,575,2142
2017-09-01,6.51273,80.23952095808383,85.20958083832335,20162442,청년경찰,465721800,56997,640,2383
2017-09-02,14.140220000000001,72.91666666666666,83.95833333333334,20162442,청년경찰,1014777100,121617,681,2726
2017-09-03,8.13959,80.67010309278348,83.81443298969073,20162442,청년경찰,895449800,107474,686,2685
2017-09-04,5.62218,76.47058823529412,77.31092436974791,20162442,청년경찰,233955600,31458,638,2481
2017-09-05,4.0135,76.53061224489795,81.0204081632653,20162442,청년경찰,217721700,29679,633,2445
2017-09-06,3.56637,82.23140495867769,88.84297520661156,20162442,청년경찰,153535700,21507,509,1701
2017-09-07,3.1014,82.11382113821138,85.12195121951221,20162442,청년경찰,131450600,18568,503,1541
2017-09-08,3.66255,88.21138211382113,86.01626016260163,20162442,청년경찰,159048200,19545,513,1553
2017-09-09,5.05009,83.33333333333334,87.93650793650795,20162442,청년경찰,301830900,42322,519,1534
