0,1,2
20171207,1.0,10.0
20171027,1.0,10.0
20171026,1.0,10.0
20171016,1.0,10.0
20171010,0.75,9.0
20171009,1.0,10.0
20171007,1.0,10.0
20171006,1.0,10.0
20171005,1.0,9.0
20170922,1.0,9.0
20170911,1.0,10.0
20170909,0.5,5.0
20170902,0.5,7.0
20170831,1.0,8.0
20170818,1.0,10.0
20170815,0.0,1.0
20170808,1.0,8.0
20170804,0.5,7.0
20170802,1.0,8.0
20170731,1.0,8.0
20170726,1.0,8.0
20170725,1.0,10.0
20170724,0.5,7.0
20170722,0.5,7.0
20170721,1.0,9.0
20170711,0.5,8.0
20170709,1.0,10.0
20170708,1.0,10.0
20170707,1.0,10.0
20170705,0.75,7.5
20170704,1.0,9.0
20170703,0.9,8.6
20170702,0.6666666666666666,9.333333333333334
20170701,1.0,8.333333333333334
20170630,1.0,9.0
20170629,0.7857142857142857,8.285714285714286
20170628,0.6428571428571429,8.857142857142858
20170627,0.5,5.5
20170626,0.75,9.166666666666666
20170625,0.9375,8.375
20170624,0.6111111111111112,7.0
20170623,0.9,8.9
20170622,1.0,10.0
20170621,0.875,8.0
20170620,0.7857142857142857,8.285714285714286
20170619,0.7692307692307693,8.461538461538462
20170618,0.5714285714285714,8.285714285714286
20170617,0.8888888888888888,9.777777777777779
20170616,0.75,8.875
20170615,0.8846153846153846,8.615384615384615
20170614,0.9117647058823529,8.058823529411764
20170613,0.9166666666666666,8.833333333333334
20170612,0.7222222222222222,8.11111111111111
20170611,0.95,8.7
20170610,0.8181818181818182,8.0
20170609,0.8571428571428571,8.428571428571429
20170608,0.5909090909090909,7.363636363636363
20170607,1.0,8.571428571428571
20170606,0.84375,8.4375
20170605,0.75,8.0
20170604,0.7857142857142857,9.0
20170603,0.875,9.75
20170602,0.8,4.6
20170601,0.25,5.5
