집계날짜,검색량,리뷰,평점,영화코드,영화명,해당일매출액,일일관람객,일일스크린수,일일상영횟수
2017-06-06,100.0,54.17795844625113,71.08852755194219,20166488,미이라,7395114400,873117,1257,7039
2017-06-07,26.337979999999998,56.585540443808156,73.24982104509662,20166488,미이라,1639926800,214604,1126,6496
2017-06-08,16.54992,64.92985971943888,78.47695390781563,20166488,미이라,1286215600,167531,1120,6238
2017-06-09,16.16827,67.78846153846155,81.741452991453,20166488,미이라,1877265986,222022,1170,6612
2017-06-10,19.4487,60.91298145506421,74.55064194008558,20166488,미이라,4169729015,483476,1254,7519
2017-06-11,16.894379999999998,61.83246073298432,76.0523560209424,20166488,미이라,3626338200,422898,1251,7316
2017-06-12,8.287339999999999,64.30868167202573,77.82958199356912,20166488,미이라,812419200,106244,1086,6146
2017-06-13,5.76659,59.76331360946746,73.49112426035501,20166488,미이라,682481000,89712,1094,6106
2017-06-14,6.08052,64.28571428571429,76.26728110599076,20166488,미이라,674222700,88983,1070,5925
2017-06-15,5.0329,64.22287390029325,74.4574780058651,20166488,미이라,560562300,73443,864,4651
2017-06-16,5.39296,58.03921568627452,73.92156862745098,20166488,미이라,827449180,98073,892,4814
2017-06-17,8.07492,64.45012787723785,76.3682864450128,20166488,미이라,1808650899,210633,931,5160
2017-06-18,7.131310000000001,56.944444444444436,70.07936507936508,20166488,미이라,1622618100,189596,933,5022
2017-06-19,3.79616,60.92896174863388,74.89071038251366,20166488,미이라,415929500,54700,831,4500
2017-06-20,2.87063,55.625,66.4375,20166488,미이라,386299700,51044,844,4440
2017-06-21,2.36338,53.37837837837838,69.66216216216216,20166488,미이라,211068900,28457,547,1801
2017-06-22,2.1007700000000002,55.14018691588785,66.82242990654207,20166488,미이라,189940300,25459,536,1653
2017-06-23,2.60553,56.66666666666666,70.44444444444444,20166488,미이라,251635197,30257,548,1657
2017-06-24,4.8148300000000015,51.33333333333333,67.73333333333332,20166488,미이라,566172101,67485,591,1690
2017-06-25,4.34557,58.99470899470899,72.01058201058201,20166488,미이라,538721900,64167,570,1646
2017-06-26,2.00638,51.94174757281553,66.89320388349516,20166488,미이라,164401600,22016,510,1679
2017-06-27,1.64903,50.0,70.12345679012347,20166488,미이라,150315000,20298,534,1698
2017-06-28,1.30367,59.89583333333334,69.27083333333331,20166488,미이라,57503000,9460,286,534
2017-06-29,1.07701,61.33333333333333,72.13333333333333,20166488,미이라,47208600,6450,284,521
2017-06-30,1.0809600000000001,64.42307692307692,73.84615384615384,20166488,미이라,66399900,8271,288,544
2017-07-01,1.4391,60.58823529411765,72.11764705882352,20166488,미이라,134266700,15977,314,580
2017-07-02,1.60743,55.50000000000001,72.30000000000003,20166488,미이라,137442300,16355,322,598
2017-07-03,1.0174299999999998,51.11111111111111,70.22222222222223,20166488,미이라,45070200,6130,287,601
2017-07-04,0.9141,56.976744186046496,72.09302325581395,20166488,미이라,44304700,5985,282,600
2017-07-05,0.81666,54.76190476190477,69.52380952380952,20166488,미이라,6580500,903,71,112
