0,1,2
20171207,10,관람객아들이 좋아하는 옥토넛! 재미있었어요.  
20171027,10,관람객애기넘좋아해요ㅋㅋ꿀잼  
20171026,10,관람객역시옥토넛! 아이들이 넘나좋아했어요  
20171016,10,관람객짧게스토리로 되어 있어서 보기 편했어요 ^^  
20171010,8,관람객그냥저냥 볼만했음...  
20171010,10,관람객아이들이 좋아하네요 저도 좋아지네요  
20171009,10,관람객여러 이야기가 여러편 있어서 지루하지 않았어요  
20171007,10,관람객아이가옥토넛매니아라 자주봄 굿  
20171006,10,관람객집에서 보는것같았던점이 오히려 아들에게 플러스가 된거같아요~  아주 집중잘해서 재미있게 보았습니당  
20171005,9,관람객아이가 아주 즐겁게 봤어요  
20170922,9,관람객역시 옥토넛!! 우리아이들이 정말 좋아했답니다  
20170911,10,관람객좋아요 다른 이야기도 만들어주세요  
20170909,5,관람객기냥 우리딸은 좋아하더라구요  
20170902,7,관람객어린아이들 보기에 딱이었던것같네요  
20170831,8,관람객아이가 좋아하네요 ㅎㅎㅎㅎ  
20170818,10,관람객아이가 무척 좋아했어요에피소드도 나뉘어져있어서 보기 편했어요  
20170815,1,관람객내가 본 애니메이션중 최악의 영화. 별1개도 아까움.  
20170808,8,관람객아이가 좋아해요 아아 진짇ㅂㅇ아  
20170804,7,관람객아이들이 좋아할만합니다  
20170802,8,관람객아이와 즐겁게 보았습니다  
20170731,8,관람객옥터넛은 항상 믿고보는 영화ㅎㅎ역시나 잘보네요  
20170726,8,관람객마지막 이라니 아쉬워요~  
20170726,8,관람객여전히 재밌네요 아이도 좋아해요  
20170725,10,관람객옥토넛은 매번 챙겨 보네요^^ 캐릭터들 너무 귀여워용  
20170724,5,관람객유아에게적합합니다 저희애들은 커서 지겨워히ㅓㅆ어요  
20170724,9,관람객나올때마다 6살 딸데리고  항상보러갑니다  옥토넛은  딱4살5살6살7살까지 보기좋은 영화이녀같아요  너무빨리끝나지만 공부가 되는것같아서 좋아요~  
20170722,7,관람객한편으로 연결된 스토리인줄 알랐는데작은작은 스토리로 여러개있는 내용이였어요  
20170721,9,관람객항상 믿고보는 옥토넛 시리즈  
20170711,8,관람객5살 아이랑 볼 만 했어요. 큰 화면으로 텔레비전 보기...  
20170709,10,관람객애기가 너~~~ 무 잼있다며 또 보러가자고..ㅎ  
20170708,10,관람객아이들과잼있게봤네요ㅎㅎ  
20170707,10,관람객아이가 넝 좋아해요 비록  극장에  우리가족밖에없긴했지만  그래서 더 기억에남을듯요  
20170705,3,관람객시간도 짧고 재미도 없고 스토리도 그냥 집에서 TV로 만화보는게 좋겠어요 돈아까워요  
20170705,10,관람객아이랑 같이 봣는데 제가 더 빠져서 봤어요 ㅎㅎ 유익하네요 ㅎㅎ  
20170705,10,관람객Very good! My son loves it!  
20170705,7,관람객아이들이 재미있어했어염v  
20170704,9,관람객재미있게 보고왔어요. 옥토넛 4편이 방영되었어요ㅎㅎ 아이가좋아해서 즐거운시간이었어요  
20170703,10,관람객사실 영화보신 어머님들이 아기가 하마나올때 무서워한다그래서 아리송했는데 정말 하마 나올때 엄청 무서워하네요 ㅋ 옥토넛 잘 봤어요~ 저도 재미있게 잘 봤네요^^  
20170703,9,관람객5살 아들이랑 아주 재미 있게 봤어요  
20170703,5,관람객아들아 너만 재밌었다면 됐다...  
20170703,9,관람객완전재밌다는!!!^^  
20170703,10,관람객아이가 넘나좋아했어요~~~  
20170702,10,관람객그냥 집에서보는만화인데 영화관에서 보는거에용  
20170702,8,관람객재미있게잘봤습니다 성별나이구분없이 볼수 있어서 좋아요 애들 스티커라도 한장 줬음 더 좋았을텐데요^^  
20170702,10,관람객헬기가 나와서 아이가 더 좋아하네요  
20170701,10,관람객아이갖굉장히 좋아했어요  
20170701,8,관람객아이와 재미있게 봤습니다  
20170701,7,관람객스토리가 쭉있는게아니라...소주제 4개를 연결해서 나오더라구요집에서 보던 그느낌?6살아이는 좀재밌었다곤했지만 반응이 좀 아쉬웠네요  
20170701,8,관람객아이가좋아하면서봤음  
20170701,8,관람객한시간 가량의 짧은 영화라 아쉽긴 했지만 아이들에겐 재밌고 적절한 상영 시간의 영화였어요  
20170701,9,관람객아이가 재미있었대요 잘봤어요  
20170630,10,관람객아이가 좋아햇어요 또보자네요  
20170630,8,관람객5살 딸아이 깔깔 대고 웃으면서 봤어요 ㅎㅎㅎ 어른이 보기에는 다 똑같은 내용인데 아이들은 재밌나봐여 ㅎㅎㅎ  
20170629,10,관람객아이들이정말좋아해요  
20170629,1,관람객내가 이딴걸 보려고 27000원을 썼다니... 500원이라도 받아야된다는 생각이 들어서 리뷰 남김... 딴거보세요  
20170629,9,관람객아이가 너무 좋사하더라고옆에서 저도 재미있게 봤어요  
20170629,10,관람객아이들이 보면서 넘 좋아하네요  
20170629,10,관람객아이가  재미있게 잘봤습니다^^  
20170629,10,관람객아이가무척좋아하네요  
20170629,8,관람객아이하고 재미있게 봤어요... 기존형식과 크게 벗어나지 않아서  더 편안하게 좠던것 같아요  
20170628,9,관람객뭔가 부족한... 영화관에서 보기엔 뭔가 영화아닌.. 그라나 재미는 ㅋ  
20170628,10,관람객아이들에게 완벽합니다!!  
20170628,9,관람객아이가 좋아했어요!!  
20170628,9,관람객평소에 보는 티비 내용하고 크게 다를바는 없었지만 에피소드도 많았고 아이는 만족하였기에 별 팍팍팍 ~!  
20170628,8,관람객탐험보고~ 탐험보고~ 아이둘하고 데이트 잘 했어요  
20170628,7,관람객7살 아들래미가 좋아합니다!!!  
20170628,10,관람객재미있었어요~ 아이가 무척 좋아했어요.  
20170627,8,관람객아이가 좋아하는 만화라서 보러가게 됬어요! 우리 아이는 너무 재밌게 봤어요!ㅋ 끝나고나서 더 보고싶다고 한참을 찡찡 했네요ㅋ 담에는 쫌더 길었음 좋겠어요!!^^  
20170627,3,관람객애들 때문에보러왔다가  
20170627,8,관람객애기들이 좋아했어요.  
20170627,3,관람객영화인 줄 알았는데 에피소드 옴니버스... 아쉬웠음  
20170626,10,관람객재밌네요 아이가 즐거워했어요  
20170626,10,관람객애들이 아주 좋아하네요  
20170626,8,관람객긴 스토리 아니고 단편 5개 모아 짜집기 한것이 아쉬웠음  
20170626,10,관람객6세아들도  넘나좋아하는! 초 5도  동생과  같이 봤어요  
20170626,10,관람객아이들이랑 영화관가서 본 첫애니메이션이었어요!옥토넛을 엄청좋아해서 재밌게 잘보고왔습니다~  
20170626,7,관람객아이들보기 괜찬았어요  
20170625,10,관람객아이가 너무 좋아했어요  
20170625,10,관람객간편하고 좋아용.. 또 이용해야겠어용.!  
20170625,8,관람객딸 아이가 재밌게 잘보더라구요!! 우리 딸이랑 좋은 시간 보냈습니다!!  
20170625,6,관람객아이들보기좋은거같아요  
20170625,8,관람객아이가 집중해서 잘받어요  
20170625,10,관람객아이들이 매우매우 좋아해요  
20170625,5,관람객아이들과 영화보고 좋았습니다  
20170625,10,관람객아이가 엄청 좋아했어요  
20170624,10,관람객옥토넛나올때마다 극장가서 봐요 항상재밌아요  
20170624,8,"관람객옥토넛 시즌을 영화관에서 처음 봐서, 모르고 이야기가 이어지는 줄 알았어요아이들은 재미있게 봤어요  "
20170624,10,관람객애들이 좋아해요~~^^  
20170624,10,여러가지 에피소드가 여러번 나와요  
20170624,7,관람객전편보단 못하지만 그래도 기본빵  
20170624,3,관람객짜집기 애들은 좋아함...  
20170624,10,관람객아이가 좋아했어요 재밌나봐요  
20170624,1,관람객별 반개도 아까울정도로 재미없었다  
20170624,4,관람객생각만큼 흥미로운 주제가 아니었어요. 첫번째 에피소드는 봤던거구요. 조금 실망했지만 아이는 좋아했어요.  
20170623,10,관람객7세3세   아가들이랑  너무 재밌게 봤어요 쵝오  
20170623,7,관람객어린이들 재밌어하네요 ㅋ몰랐던 사실도 알게되고  
20170623,10,관람객아이가 옥토넛을 엄청좋아하는데 역시나 재밌게 잘봤어요  
20170623,10,관람객옥토넛 시리즈는 웰메이드에요 아들이랑 잘봤어요~~ 다음에 또 보고 싶다고 해서 만족했어요  
20170623,6,관람객6세아들이 너무너무 좋아하면서 보내요  
20170623,10,"관람객아이가 워낙 좋아하는 프로그램이라 함깨 봤는데, 아이들이 보기에 흥미를 느끼면서 새로운 지식도 얻을 수 있는 좋은 만화영화입니다.  어린 자녀가 있는 부모님들께서 함께 보면, 자녀와의 대화 거리가 늘  것이라 생각합니다.  "
20170623,9,관람객애기랑 가서 봤는데 잼남 ㅋㅋ  
20170623,7,관람객애가 좋아하니 좋은거죠 ~  
20170623,10,관람객아이도좋아하고 재미있게보고나왔네요 ㅎ  
20170623,10,딱 어린애들 좋아할 영화..  
20170622,10,관람객아이가좋아했어요 추천  
20170621,10,관람객이번 내용이너무알차고 재미있었습니다. 강추해요^^  
20170621,8,관람객애가 좋아햇어용!! 근데 한가지 내용이 길면좋았을텐데 ㅎㅎ... 크리스마스특집처럼요  
20170621,9,관람객역시 애들에게는 옥터넛이죠 악당이없는 정의의 만화  
20170621,9,관람객좋은 영화 아이들이랑 보기 아주 좋았음....  
20170621,10,관람객6살 아이가 정말 재밌게 보고 스토리를 저한테 설명을 해주더라구요. 재밌었대요  
20170621,8,관람객아이들이 좋아하네요 ㅎㅎ  
20170621,5,관람객티비에서 했던 스토리들을 짜집기 해놓은 거라 아쉬웠어요 .  
20170621,5,관람객아이들이 즐겁게봤어요  
20170620,9,관람객다 좋은데 안타까운건 기존에 방영된거 같은 에피소드만 나왔다는거죠  
20170620,9,관람객아이랑 잘보고왓습니다!!  
20170620,8,관람객애들이랑 보기 좋았어요  
20170620,7,"관람객티비에서 보는 에피소드 형식과 다르지 않아 기대했던것 보다는 아쉬웠지만, 아이는 무척 재미있게 보더라구요!  "
20170620,8,관람객넘 귀엽고 무섭지도 않은 아이랑 보기 유익한 영화  
20170620,8,관람객아이가 좋아하네요^^  
20170620,9,관람객아이가 너무 좋아하네요  
20170619,8,관람객아이와 너무 잼있게 봤어요~~  
